Word Order,Frequency_SSJ,Example_Sentence_SSJ,Frequency_SST,Example_Sentence_SST
SVOVSVVS,1.0,"» Lucija dovolj dobro razume angleško , da ji lahko razložite , kdo ste , « je nadaljevala Megan .",0.0,0
SVOVSVVVOOV,1.0,"Pisateljica vedno izhaja iz osebne ( popotniške ) izkušnje , njeno pisanje prežemajo stvarni zgodovinski in geografski podatki , opisi afriškega okolja in komentarji , v katerih simpatizira z afriškimi domačini ter posredno ali neposredno opozarja na kvarni vpliv kolonizacije , ki je tako močno zaznamovala današnjo podobo Afrike , vendar pa vse to uokvirja v literarno oblikovano zgodbo .",0.0,0
SVOVSVVVOVV,1.0,"Andreas Mölzer , Haiderjev kulturni svetovalec , je v enem od koroških časopisov objavil daljše razmišljanje o pomenu koroške kulture in med drugim zapisal , da je zelo vprašljivo , ali je potrebno , da polovica kulturnega denarja ( 180 milijonov šilingov ) steče na oder , ki igra v južni ligi in s kupljenimi produkcijami skrbi , da podeželanom ni treba potovati v evropska kulturna središča .",0.0,0
SVOVSVVVVS,0.0,0,1.0,zdaj varuhinja eee tukaj sicer obravnava samo eem eee tako imenovane posameznike ki v teh desetih dneh ko pač je možnost da se izrečeš da bi glasoval na drug način naj povem da tukaj noter sodijo tudi slovenski vojaki
SVOVV,32.0,Ljubiteljev konjeniškega športa je namreč v Angliji še vedno veliko in za neposredni prenos dirke Grand National jih niso želeli prikrajšati .,7.0,ki ona je z Rijeke se mi zdi ne vem
SVOVVO,21.0,"Dogodki v prihodnjih mesecih pa bodo pokazali , ali bo morilcu iz Ankarana tokrat uspelo prepričati italijanske pravosodne oblasti .",2.0,jaz sem danes pozabil zvezke doma ker sem mislil da pišemo to o Ronji
SVOVVOOV,3.0,"V zvezi z njim so policisti zbrali kar precej podatkov , ki bi lahko pripomogli k temu , da bi razjasnili okoliščine njegovega izginotja in ga našli .",0.0,0
SVOVVOOVO,2.0,"Izvajalca , ki sta skupaj sodelovala na javnem razpisu za graditev predora Trojane , a dela nista dobila , sta izpodbijala sklep državne revizijske komisije , ki jima ni dovolila vpogled v dokumentacijo konkurenčnega ponudnika , italijanskega Grassetta .",0.0,0
SVOVVOOVOV,1.0,"Zavest pa ostane in jih preživi , ne da bi se spominjala , kaj jim dolguje , saj ni tega nikoli niti vedela .",0.0,0
SVOVVOOVS,1.0,"Naša prva dama Štefka Kučan je našla nekaj lepih besed tudi za ameriškega veleposlanika Johnnyja Younga , ki si je prišel pogledat bazar , na katerem je ameriške izdelke prodajala tudi njegova žena .",0.0,0
SVOVVOOVVO,0.0,0,1.0,in [name:personal] in jaz smo že že delale en projekt in smo ful lepo delale na točno na ta način da smo da smo eee že govora iskali eem odnose pa osebe in se mi zdi da bodite pozorni pa sprejemajte pomoč in in sugestije eem
SVOVVOSV,0.0,0,1.0,ja jaz res ne vem kako to narediš ej mislim kako jim to rata
SVOVVOV,5.0,"Normalno je , da punčka išče nežnost in poskuša tako dobiti čimveč tvoje ljubezni in pozornosti , vendar je že dovolj stara , da spi v svoji postelji .",0.0,0
SVOVVOVO,1.0,"Naprava BICOM je torej nekakšna zbirka impulzov , oblikovanih v zdravilne programe , ki pospešujejo zdravljenje in normalizacijo presnovnih procesov v telesu , toda na koncu je vseeno od človeka , ki upravlja z aparatom , in od njegovih izkušenj odvisno , ali bo pravilno postavil diagnozo in izbral pravi program za bolnika .",0.0,0
SVOVVOVOSVOVS,1.0,"KRANJ , 11. - Dolga leta težko pričakovano , lani zelo uspešno uresničeno umetno zasneževanje Krvavca očitno letos dobiva še eno pomembno nadaljevanje : "" Res je , pripravljamo vse potrebno za novo naložbo , ki bo v začetnem delu vredna okoli 45 milijonov tolarjev in seveda nadaljuje naša prizadevanja , da bi Krvavec imel kar najdaljšo smučarsko sezono , "" je povedal direktor RTC Krvavec Tomaž Šumi .",0.0,0
SVOVVOVOVO,1.0,"Vsakoletni pregled spolnih organov in še pogostejši , če pogosto menjate spolne partnerje , bi moral odkriti navzočnost SPB v času , ko je mogoče še preprečiti nepopravljivo škodo , zato nikoli ne zanemarite bolečine v medenici ali vaginalne infekcije .",0.0,0
SVOVVOVOVVOV,0.0,0,1.0,in če ne bi tega leta bilo in to tudi vemo recimo zakaj Einstein zakaj e ljudi ki mu je uspelo velike breakthroughe narediti ljudi ki so imeli čas da se samo na to osredotočijo
SVOVVOVOVVSVOSVOOVVOOVVOVO,0.0,0,1.0,jaz sem imel eno kratko razlago oziroma eee odgovor ne da nenazadnje imam eee očitali so m- so mi pol da nimam rad Celja da kritiziram in tako naprej in sem rekel da nenazadnje jaz imam otroke ne vsi imamo otroke in verjetno jih ves čas ne božamo in kupujemo čokolade ampak jih tudi usmerjamo imamo kakšno pripombo tudi resno kritiko ne tudi povzdignemo glas ne
SVOVVOVS,4.0,"Avanturist , rojen v Salzburgu , ki je za svoj zaščitni znak izbral prav rušenje meja človeških zmogljivosti , bo počakal na navdih za svoj naslednji izziv , ki pa bo moral biti nekaj , česar ni poskusil še nihče .",0.0,0
SVOVVOVSVOVVSV,0.0,0,1.0,mogoče kakšen podatek več o o tem podpornem programu je tudi eem možen kakšen klic več ali bi lahko recimo podporni program s tem nadgradili recimo da bi eee kakšno vrsto pri zdravniku s tem skrajšali da lahko bolnik neposredno dobi podatek ko se doma sprašuje ali je to v redu ali ni v redu
SVOVVOVSVVOVOVVV,0.0,0,1.0,zgodba je zelo slovenske narave preprost fant navihan z vasi kjer ima v bistvu vse postlano da naj bi ostal na kmetiji pa ima že določeno punco ki bo njegova žena je vse skupaj vse v enem elementu ugotovi da bi rad prerasel to okolje postal pevec se mu zdi da je talentiran in da bo šel v veliko mesto kjer bo uspel kot pevec
SVOVVOVV,3.0,"Nekdanji diktator , general Augusto Pinochet , ki se je izmuznil evropskemu pravosodju , je zdaj , kot pravijo , na začetku poti , ki ga utegne pripeljati pred sodišče v domovini .",0.0,0
SVOVVOVVOSV,1.0,"LessTif verzija mwm prav tako uporablja izvorno datoteko . mwmrc , ki se nahaja v vašem domačem imeniku , torej lahko definirate svoj ' Root ' menu ( prikaže se , če pritisnete desni gumb miške , kazalec pa se nahaja na namizju ) .",0.0,0
SVOVVOVVV,1.0,"Vsi skupaj pa so imeli zvezane roke , ker niso mogli storiti ničesar , ko so ugotovili , da bi bilo za Filipa vendarle najbolje , da se prešola na šolo s prilagojenim programom .",0.0,0
SVOVVS,10.0,"Divji zahodnik stresa bajto , ko lezemo v spalne vreče in na nebu ugaša poslednja dnevna luč .",3.0,to glih toliko napolni takrat energije porabi pa to s- ker stalno niha ne poraba pa to ne
SVOVVSOOVV,1.0,"Medtem ko je japonski premier Džuničiro Koizumi v svojem uradu v Tokiu nedavno prisrčno gostil voditelje desetih držav Aseana , se je moral zavedati , da vse milijarde dolarjev , ki jim jih je obljubil za izobraževanje strokovnjakov ali razvoj bazena reke Mekong , ne bodo dovolj za vzpostavitev prijetnega družinskega ozračja .",0.0,0
SVOVVSSO,1.0,"Na naše vprašanje , kdo bo plačal dogovorjeni znesek , je zatrdila , da ima GR , katerega večinska lastnica je mestna občina Ljubljana , dovolj denarja za to .",0.0,0
SVOVVSSVO,1.0,"Ali kmetje res ne uporabljajo več herbicidov za zatiranje plevela , so se prejšnji teden hotele prepričati tudi inšpektorice kmetijskega inšpektorata , delavci Zavoda za zdravstveno varstvo Maribor pa so vzeli vzorce zemlje .",0.0,0
SVOVVSSVOVVO,1.0,"Torej , če računsko sodišče ( potem ko izdela dokončno poročilo ) ugotovi , da obstaja utemeljen sum , da je neka stranka naredila prekršek , mora v skladu z 29. členom zakona o računskem sodišču predlagati uvedbo postopka zaradi prekrška .",0.0,0
SVOVVSV,2.0,"Pot do novega izdelka ali le do izboljšave je dolga vsaj leto dni in terja delo različnih strokovnjakov , raziskovalcev trga , razvojnih konstruktorjev , oblikovalcev , psihologov , strokovnjakov z določenega področja raziskav in razvoja ( če gre za gospodinjstvo , sodelujejo tudi kuharji , pri osebni negi pa ne gre brez medicincev ) in tudi ljudi s ceste .",1.0,vi gotovo veste zakaj pravzaprav teh programov v celoti ni dobil bom rekla Onkološki inštitut z denarjem vred ki je za to bil ne
SVOVVSVO,1.0,"V svojo najboljšo zbirko otroških je Župančič pritegnil nekaj pesmi , ki so nastale v letih 1900 - 1914 ter izšle predvsem v Zvončku ali zbirki » Lahkih nog naokrog « ( Breza in hrast , Turek , Pastirčki , Otroci spuščajo mehurčke , Ples kralja Matjaža , Zeleni Jurij ) .",0.0,0
SVOVVSVOOVOVSVOSVVSS,1.0,"Najprej je Angelca sporočila možu domov , naj ne računa nanjo , ker bo prespala drugje , Hilda pa je navsezgodaj sporočila prijateljici : "" Ne boš mi verjela , ampak noč sem preživela v Clintonovi postelji "" Potem pa je pol Šmartnega obiralo , in če bi se tedaj reporterju kaj zgodilo , bi bili dami kaj na tesnem zaradi govoric , tako pa je bilo vse pojasnjeno v Nedeljcu .",0.0,0
SVOVVV,3.0,"Medtem je perujska volilna komisija razglasila Fujimorija za zmagovalca in objavila , da je na volitvah , na katerih je nastopil sam , "" zmagal "" z 51,20 odstotka glasov vseh volilnih upravičencev .",2.0,jaz se dostikrat sprašujem kako rada sama sebe sploh vidiš a veš tako ko se pogledaš v ogledalo
SVOVVVO,5.0,"Vseeno pa zavedanje njene moči , sposobnosti , da lahko hitro in korenito spremeni vrste ( vključno z našo ) , ki se že tisočletja razvijajo , terja od nas , da smo skromni in previdni ter kolikor je mogoče vnaprej presojamo morebitna tveganja za naše zdravje in okolje .",1.0,in lindy hop je mogoče samo eden izmed tistih ki dopušča največ svobode največ e odprtih pozicij kot rečemo da stojimo narazen pa imamo roke malce bolj stegnjene
SVOVVVOSSV,0.0,0,1.0,ja jaz mislim da če bojo zdaj kaj sprostili mogoče v mesecu januarju veš da bojo zopet odprli gledališča pa da bi se potem to kaj je bilo predvideno v mesecu decembru da bi se potem nadaljevalo ne
SVOVVVOVO,1.0,"Lisa , ki je črpala moč iz poguma , ki je bil večji , kot si je mislila , se je nagnila naprej , stegnila roko čez mizo in prijela drugo žensko za roko .",0.0,0
SVOVVVOVV,1.0,"Čisto možno je , da se je večina ljudi v restavraciji lepo držala navodil , naj se ne gane , pri čemer je hlastala za zrakom , razbijala šipe in plezala na mize , da ne bi zgorela .",0.0,0
SVOVVVS,1.0,"Nedopustno in krivično za ljudi ob meji , da državni zbor , tudi zaradi sprenevedanja vlade in koalicije , ni ratificiral sporazuma o obmejnem prometu in sodelovanju , tako kot preseneča in zaskrbljuje , da po skoraj osmih letih od osamosvojitve v pogajanjih še vedno ni odločilnih premikov pri reševanju vprašanj krške jedrske elektrarne , hrvaških varčevalcev Ljubljanske banke , slovenskega premoženja na Hrvaškem , označitve meje na kopnem in določitve meje na morju .",1.0,kako se neki določeni posamezniki znotraj določene subkulture obnašajo kako jih tudi e bom rekel e s- opisujejo in sprejemajo drugi in kako oni sami sebe ne
SVOVVVSV,2.0,"Tako je predsednik komisije učenjakov skrčil bistvo zgodovine človeštva v en sam stavek : Živeli so , trpeli in umrli ; kar je vredno in preživi , je ljubezen .",0.0,0
SVOVVVSVO,1.0,"Ko je Teodora sedela z generalom na vrtu , se ji je zdelo , da sta skupaj opazovala , kako je lezel mimo polž , s skupnimi očmi , s katerimi sta merila centimetre skozi mnogo let .",0.0,0
SVOVVVSVOSVOVVOV,1.0,"Deklaracija iz Kanade ni po volji večine držav , toda ker so dogovor morali sprejeti s konsenzom , je na koncu zmagal Fujimori , čeprav ne manjka ocen , da to pomeni njegov poraz , ker bo moral sprejeti delegacijo , ki naj bi nato predlagala , kako naprej .",0.0,0
SVOVVVSVOVO,1.0,"Glede vključitve Slovenije v EU je sogovornik dejal , da si to želijo , saj si zaradi trenutnih dogajanj na Balkanu morajo prizadevati , da bi mirovna skupnost Evrope vključevala tudi države , ki so se šele pred nekaj leti osvobodile komunizma .",0.0,0
SVOVVVSVOVV,1.0,"» V prepričanju , da vzpostavitev evropskega visokošolskega prostora zahteva stalno podporo , nadzor in prilagajanje nenehno razvijajočim se potrebam , smo sklenili , da se čez dve leti znova srečamo , da bi presodili , kakšen je napredek , in ugotovili , kaj je še treba storiti . «",0.0,0
SVOVVVSVS,0.0,0,1.0,tudi jaz sem šel to v uredbo gledat in notri piše da med usta- med enostavne mmm objekte spada tudi bazen ki ne presega tridesetih kvadratnih metrov ne
SVOVVVV,3.0,"Prosilke niso natančneje opredelile , kaj si pri tem širokem naslovu pravzaprav predstavljajo – verjetno si o tem same niso bile povsem na jasnem – natanko pa so vedele , na koga so se s svojo prošnjo obrnile .",0.0,0
SVOVVVVOVVO,0.0,0,1.0,že to da da daje reklame pomeni da proba prodati in bo ne vem vse vložil v to da da bo prodal en izdelek po njegovi ceni
SVOVVVVV,1.0,"Trideset let pozneje je predsednik Senghor , ki zelo dobro pozna misel Teilharda de Chardina , ko se je obrnil na študente , pripravljene , da se vržejo v dejavno življenje , dejal : ' Treba je videti daleč , široko in globoko ' .",0.0,0
SVS,137.0,"V tem duhu je Urška Lunder razložila , da je "" sporazumevanje vitalni del v procesu zdravljenja , vendar je največkrat blokirano "" .",34.0,v bistvu so tudi situle izrisane iz tega sploh sklepajo kaj je to
SVSO,8.0,"Prav rdeče vino je namreč znano kot zaščitni dejavnik pri boleznih srca in ožilja ter pri boleznih novotvorb , seveda ob pogoju , da imajo bolniki tudi kakovosten življenjski slog .",0.0,0
SVSOOV,1.0,"Dunning - Krugerjev učinek je kognitivna pristranskost , pri kateri imajo nekvalificirani posamezniki napačne predstave o svoji superiornosti in svoje sposobnosti zmotno ocenjujejo kot nadpovprečne .",1.0,to je zdaj mi jim lahko višino tona s tem določamo ne
SVSOSV,1.0,"TA ZAKON JE IZRECNO DOLOČAL , DA SO VSI POKLICI IN POLOŽAJI V DRŽAVNIH SLUŽBAH OB IZPOLNJEVANJU ZAKONSKIH POGOJEV ENAKO DOSTOPNI VSEM DRŽAVLJANOM , TUJCI PA SO SMELI BITI SPREJETI V DRŽAVNO SLUŽBO LE PO POGODBI .",0.0,0
SVSOSVVOVO,1.0,"Nekaj drugih se nad gradnjo mestne dvorane navdušuje le v povezavi s trgovskim središčem , kar je za Ptuj manj zanimivo in zlasti manj sprejemljivo , saj se je mesto v zadnjem desetletju dobesedno obdalo s trgovskimi središči in tako uničilo trgovsko življenje v starem mestnem jedru in zadušilo vse manjše trgovce .",0.0,0
SVSOSVVSVSSV,0.0,0,1.0,ali kaj je kaj je pri Koaliciji Slovenija podobno podobno čki jaz ne razumem glej to je kao to je najbolj odmevna satirična izjava eee eee in jaz sploh ne razumem zakaj Koalicija Slovenija s čko ja
SVSOSVVV,1.0,"Če so vaše menstruacije neredne , je prav tako mogoče , da ni ovulacije , vendar bi vam izbrani ginekolog moral znati pomagati .",0.0,0
SVSOV,18.0,"Ona ve , da je to moj stil življenja , da to potrebujem .",5.0,ampak ker je to v Jugoslaviji se hitro razvedelo so naši južni prijatelji že vse Ople pokupili
SVSOVO,3.0,"Reševalne misije so znale biti zoprne , ne glede na svojo rutinskost , in Vranina prisotnost jim je vlivala samozavest .",0.0,0
SVSOVOOVOOVVOVVOOVVOOOVV,0.0,0,1.0,nas ni bilo doma in dedek nas zove Ej ej vse rastlinjake nam je razbilo In e je f- očetu je ful pridelka zmanjkalo na njivi v bistvu imeli smo ful veliko polje lubenic imeli smo ne vem enajst rastlinjakov pokritih katerih je razbilo not smo imeli jagode v bistvu ves pridelek katerega smo imeli doma na kmetiji smo izgubili
SVSOVOSVO,1.0,"Spravljivost petnajsterice bi morda zvenela logično , če čezatlantski trgovinski odnosi že vrsto let ne bi bili napeti prav zaradi finančnega » dopinga « , ki ameriškim firmam omogoča cenejšo prodajo izdelkov po Evropi ( in drugod po svetu ) , kar je predlani naposled sprožilo tožbo Bruslja z zahtevo po odškodnini .",0.0,0
SVSOVOV,2.0,"Gračner je po trditvah urada zamolčal tudi , da je Barovič podžupanovanje osebno ponudil Alešu Bergerju ( podpredsedniku trboveljske LDS , op. p. ) , da se je o podžupanskem mestu pogovarjal celo z dosedanjim županom iz vrst LDS , pa tudi s Tatjano Jevševar , predsednico trboveljske ZLSD .",0.0,0
SVSOVOVO,1.0,"» Policist je rekel , da je bil tat odlično izurjen , ker nisem ničesar čutila in mi je izmaknil samo denarnico . «",0.0,0
SVSOVOVOVVVSSVSVOV,0.0,0,1.0,slabe plati tega hobija so to da velikokrat misliš da to kar s- napraviš oziroma to kar storiš oziroma ti- to kar si ustvaril ni v redu primerjaš se z drugimi in vsi so boljši oziroma veliko ljudi je boljših ampak ne gre se sploh za to kdo je boljši gre se za to kaj čutiš
SVSOVS,8.0,"To pa po mnenju hrvaških pravnih strokovnjakov pomeni , da bodo vložene tudi vse obtožnice za hrvaške obtožence , ne glede na to , ali jim bodo sodila hrvaška sodišča za vojne zločine ali ne .",1.0,eee ampak v nedogled seveda to ne gre potreben je sistematičen pristop kot ga eee pač ta predvideva eee strategija
SVSOVSV,1.0,"Nataša utemeljeno godrnja , bivanja v Ameriki je še niso prepričala , naj se kosila ekonomično spremenijo v poslovne dogodke , sicer pa tudi mene ne .",0.0,0
SVSOVSVO,1.0,"Izostanek obeh strank z naroka povzroči , da sodišče narok preloži , izostanek z dveh zaporednih narokov pa povzroči fikcijo umika tožbe .",0.0,0
SVSOVSVOVO,0.0,0,1.0,tako boste tudi vi počeli potem jaz si zdaj pomagam tukaj z lijem vi ne boste rabili lija ker nimate takšnih jedkih preiskovanih snovi
SVSOVV,4.0,"Francoza sta odšla naprej , Nemci pa kar nekaj "" čarajo "" cele pol ure , preden lahko nadaljujeva .",0.0,0
SVSOVVO,2.0,"Da , pevec z "" angelskim glasom "" , kot je dejal nekoč Herbert von Karajan , ki je svojo publiko ganil do solz , je v letošnjem letu doživljal same osebne drame .",0.0,0
SVSOVVOVVO,1.0,"Cilji so nekoliko nižji , kot so bili lani , kljub temu pa je direktor kluba Jože Krajnc optimist : » Še vedno mi je žal , da nismo uresničili združitve z Rudarjem , ker mislim , da bi lahko ustvarili zasedbo za Evropo .",0.0,0
SVSOVVS,1.0,"Upravni odbor nato odloča o tem , katera vloga je primernejša , svoj predlog potem pošlje v presojo skupščini ZZZS , dokončno pa o kandidaturi glasuje še državni zbor .",0.0,0
SVSOVVSVO,1.0,"Udeleženci srečanja , ki je prvovrsten mednarodni športno - politični dogodek , so bili seveda navdušeni , ko so lahko klepetali z dobro razpoloženim Kučanom , Rogge pa mu je še polaskal , da ni dvomil v dobro organizacijo srečanja v Portorožu , ker je Slovenija tako vrhunsko pripravila srečanje Putin - Bush .",0.0,0
SVSOVVSVVOVS,1.0,"Sanjski začetek in silovita pobuda ( do desete minute so imeli Portugalci kar 80 - odstotno posest žoge ) sta dala slutiti na pravi polom "" Zbornaje "" , a so se Rusi začuda hitro pobrali in do konca polčasa niso bili več v pretirano podrejenem položaju , vse niti pa so v svojih nogah še naprej držali Portugalci .",0.0,0
SVSOVVSVVVVV,0.0,0,1.0,tudi naši sodelavci kakor so morda v prejšnjih časih bile občasno kakšne pritožbe nad eee težavnostjo strank ali pa stresnimi situacijami ki jih srečujejo pri osebnih stikih s strankami smo sedaj nekako vsi skupaj ugotovili da je to tako dobra izkušnja mislim da v osebnem stiku s človekom lahko veliko več dogovoriš izveš o posamezniku lahko se odzivaš ne vem na mimiko na eee govorico telesa
SVSOVVV,1.0,"Kdo ve , ali je celo tisti , ki ga je ustvaril , o njem toliko razmišljal in sanjal kot jaz ?",0.0,0
SVSOVVVO,1.0,"Biologi so pojasnili , da glavate želve poletje preživijo v Grčiji , v vzhodni Jadran pa se podajo pozimi , ko iščejo toplejše morske tokove in peščene plaže , ki bi bile primerne za odlaganje jajc , ko je čas za to .",0.0,0
SVSOVVVOVOOVOVOV,0.0,0,1.0,včasih je stres tako velik da v resnici ni dovolj samo sprebujanje in ohranjanje pozitivnosti kar smo nekaj časa upali eee sedaj pa se je dobesedno treba ob vseh teh spremenjenih navadah eee ritmu naučiti tudi novih veščin ki pomagajo ta nov stres v resnici vsem nepoznan prenašati ga zmanjševati in na ta način sebe in otroke nekako iz dneva v dan razbremenjevati
SVSOVVVS,1.0,"Kapitalska družba , Slovenska odškodninska družba ter Krekov pid Zvon 1 imajo v lasti po od 10 do 12 odstotkov delnic , pomembnejši lastnici sta še Nacionalna finančna družba in Atena , v rokah notranjih lastnikov , ki jih po besedah direktorja delnic Belinke večinoma ne nameravajo prodati , pa je okoli 30 odstotkov lastništva .",0.0,0
SVSOVVVSSV,0.0,0,1.0,ampak nisem s- pa še zmeraj jaz nekaj za jezike bil spe- spet eee sem jaz cvek pisal če sem če smo eee dela- delal sem pol mat- mi- takrat je bila eee matura ne diploma na poklicni šoli ker sem jaz prvo končal
SVSOVVVV,0.0,0,1.0,saj samo to je samo to je fora tega ne moramo narediti dokler se ne menimo zmenimo z [name:personal]
SVSS,9.0,"Velikost nosilne pole z natisnjenim besedilom Arte del merletto in petnajstimi znamkami je 202 x 325 mm , prebodi s posamezno znamko so veliki 48 x 40 mm , tekstilni odrezki oz. znamke pa 42 x 34 mm ; prodajna cena pole petnajstih znamk je 42 evrov .",3.0,tole so vse Karavanke in tukaj je en sicer ne to je že Pohorje zdaj pa
SVSSO,1.0,"POPOTNA SREČANJA : JOŽEFA IN VINKO STA ZLATOPOROČENCA IN KO PRIDEJO NA OBISK VNUKI , JE HIŠA POLNA VESELJA",0.0,0
SVSSOSV,1.0,"Luči sicer niso gorele , žaluzije so bile spuščene , vstop je bil mogoč le z vabilom , še prej pa te je tip pri vratih dobro premeril od glave do peta .",0.0,0
SVSSSVS,1.0,"Glede oblike je zanimivo , da je prav majhen del dramskih besedil napisan v prozi , daleč pa prevladuje verz , v njem so napisana tudi vsa poglavitna objavljena dela , kar potrjuje , da je bil Župančič predvsem pesnik .",0.0,0
SVSSSVSV,1.0,"Biserno siva barva se nato nadaljuje v notranjosti , na prekrasnih in udobnih usnjenih sedežih , na katerih je vidno izpisano ime initiale , v usnje sta odeta tudi volanski obroč in prestavna ročica , barvni odtenek se nato nadaljuje na armaturni plošči in celo tekstilne preproge na tleh so v odtenku te barve .",1.0,jaz sem tudi eee moj oče je bil čevljar mati je bila gospodinja šest otrok nas je bilo mi smo eee praznovali bolj revno
SVSSV,6.0,"Veliko več državljanov je nanj namreč odgovorilo , da je njihov materni jezik italijanščina , kot se jih je izreklo za italijansko narodnost .",1.0,aha uf saj to je pa ta je pa stara Univerza Edvarda Kardelja v Ljubljani ja ja ja statistke zdajle nimajo še
SVSSVO,1.0,"Spremembe na nohtu ponavadi niso boleče , ko pa postane noht zadebeljen , pritisk nanj povzroči bolečino .",1.0,pravzaprav to ne vem če je huda debata ker je zelo logično da človek ne poškodu- da robot ne poškoduje drugega človeka
SVSSVOSV,1.0,"Najmanj uspešne so združitve enakih podjetij , ker se pojavi težava , kdo bo prevzel vodilno vlogo v podjetju , katera blagovna znamka bo prevladala .",0.0,0
SVSSVOV,2.0,"Kakšno grozno leto je bilo to : najprej je umrla njegova mama Luciana Pavarottija Adela , 86 , kmalu zatem oče Fernando , 89 , naposled pa je sloviti italijanski tenorist Luciano Pavarotti točil grenke solze še za svojim sinom Ricardom , ki je umrl ob porodu .",0.0,0
SVSSVOVOV,1.0,"Na popoldanski novinarski konferenci na Obrtni zbornici pa je Zlato Zaletel , predsednik sekcije za tovorni promet pri Gospodarski zbornici Slovenije , povedal , da njihovi člani ( okoli 2100 jih je ) ponedeljkove stavke ne podpirajo in se ji ne bodo pridružili .",0.0,0
SVSSVOVS,1.0,"Stoodstotni lastnik A Grada in s tem tudi objekta , v katerem se je doslej odvijala njegova proizvodnja , je namreč podjetje Ipoz v likvidaciji , le - to pa je v večinski lasti štajerskega podjetja Engro Tuš ; 12 - odstotni lastniški delež iz naslova občinskih obveznic ima v njem še vedno tudi občina Trbovlje .",0.0,0
SVSSVSVSVS,1.0,"To je vse posledica dejstva , razmišlja Murko , da je Maribor ekonomsko izčrpan , tam ni novih podjetij , ni služb , v zraku visijo grožnje stečajev .",0.0,0
SVSSVSVV,0.0,0,1.0,e v izogib tej temu da se to ne bi zdaj ponovilo s to novo založniško pravico e smo tudi mi in tudi zaradi drugih razlogov smo tudi mi prepričani da bi se mogla ta pravica upravljati in uveljavljati kolektivno
SVSSVV,1.0,"To , da dežujejo živali , je redek meteorološki pojav , ko živali , ki ne letijo , padajo z neba .",0.0,0
SVSSVVOVS,1.0,"» Tako danes nekateri kirurgi na kliniki za ginekologijo in porodništvo menijo , da so nove mize za njihove potrebe bistveno preširoke , da so bile stare boljše , da se niso kvarile in da niso nikoli izrazili potrebe po njihovi zamenjavi , « je izjavil Keber .",0.0,0
SVSSVVSV,2.0,"Kljub temu je njihov menedžer na vprašanje , ali obstaja možnost , da bi čeden Slovenec lahko postal Chippendale , odgovoril , da možnosti vedno obstajajo . . .",0.0,0
SVSV,97.0,"Preiskave med sodnim postopkom so pokazale , da so se dogodki odvijali bistveno drugače .",30.0,te te so v glavnem za okras te se ne prodajajo
SVSVO,64.0,"Finci so pač domnevali , da kupci njihovih slušalk Bluetooth uporabljajo tudi njihove mobilnike .",4.0,in jaz eee sem na stališču da eee Slovenija ima eee zelo jasna stališča
SVSVOOO,1.0,"Janet želi , da bi Les naredil Justinu masko , s katero bi bil čim bolj podoben Dixiejinemu mrtvemu bratu Willu .",0.0,0
SVSVOOV,4.0,"Njihov moto se glasi : Otrok se nauči tistega , kar živi .",2.0,eee to je eem eee rastlina oddaja kisik ki ga j- eee ogljikov dioksid ki ga ne potrebuje
SVSVOOVOOV,1.0,"Upravnica celjskih zaporov Edita Mejač je včeraj poudarila , da pazniki pri njem niso našli nič posebnega , razen pasu , ki ga je imel v kratkih hlačah in si ga je sam naredil iz raztrgane rjuhe .",0.0,0
SVSVOOVOV,1.0,"Japonska je pokazala , da je tudi sama pripravljena odpreti vrata svojemu območju in narediti korak iz sto let samote , samo da ne bi še naprej zaostajala za azijsko velesilo .",0.0,0
SVSVOOVS,4.0,"Leta 2000 so kljub zatrjevanju založnikov , da prodaja knjig pada , nekatere domače založniške hiše dosegle osebne prodajne rekorde , kar potrjujejo tudi številni ponatisi .",0.0,0
SVSVOOVSSVO,1.0,"Predvidenih je več ukrepov : po zakonu o javnih naročilih , na primer , bo moral izvajalec del "" rezervirati "" del svojega denarja za poplačilo podizvajalcev , hitro poplačilo upnikov bo omogočil tudi zakon o stečaju in prisilni poravnavi , Slovenska izvozna družba bo ponudila nove oblike zavarovanja domačih poslov itd.",0.0,0
SVSVOOVSSVOSVOV,1.0,"Literarno in dramaturško - uprizoritveno branje se medsebojno dopolnjujeta , tako da “ kritično razčlenjevanje dramskega besedila lahko proizvaja sugestije za uprizoritev , ki jih lahko preskusi le gledališče , nova uprizoritev pa lahko spodbudi interpretacijo , na katero ni noben kritik niti pomislil , bi jo pa lahko ovrednotili le na podlagi primerjave z besedilom ” .",0.0,0
SVSVOOVSV,1.0,"Toda tiskovna predstavnica haaškega tožilstva Florence Hartmann je potrdila , da bodo tožilci vložili vse obtožnice proti obtožencem za vojne zločine , ki so jih pripravili , ne glede na to , ali bo sodišče obstajalo le še leto dni ali dlje .",0.0,0
SVSVOOVSVSSO,0.0,0,1.0,eee ker seveda bakterijska odpornost pomeni da bolnik ne dobi ustreznega antibiotika takoj eee lahko ga sploh ne dobi ker ga enostavno ni več ker so bakterije zelo odporne ali je pa antibiotik tak da je slabše učinkovit da je preveč bolniku škodljiv in in podobno
SVSVOOVVSV,1.0,"Kolikor jaz vem , je lahko tudi kdo prosil Jimmyja , naj ju shrani , in sploh ni vedel , kaj je v njima . «",0.0,0
SVSVOOVVVO,1.0,"To je tudi osrednja podoba romana : kot čarovnik , ki je zašel s poti , so ljudje sprostili sile , ki jih ne morejo nadzorovati in ki bodo nazadnje uničile njihov svet .",0.0,0
