Word Order,Frequency_SSJ,Example_Sentence_SSJ,Frequency_SST,Example_Sentence_SST
SVSOVV,2.0,"Podjetje je bilo zaradi izgube jugoslovanskega trga v začetku 90. let na robu propada , vendar so vodstvo in vsi zaposleni podjetje olastninili in se za dobavo novomeškemu Revozu povezali s tujim partnerjem .",0.0,0
SVSOVVO,1.0,"Da , pevec z "" angelskim glasom "" , kot je dejal nekoč Herbert von Karajan , ki je svojo publiko ganil do solz , je v letošnjem letu doživljal same osebne drame .",0.0,0
SVSOVVS,0.0,0,1.0,tudi naši sodelavci kakor so morda v prejšnjih časih bile občasno kakšne pritožbe nad eee težavnostjo strank ali pa stresnimi situacijami ki jih srečujejo pri osebnih stikih s strankami smo sedaj nekako vsi skupaj ugotovili da je to tako dobra izkušnja
SVSOVVV,1.0,"Kdo ve , ali je celo tisti , ki ga je ustvaril , o njem toliko razmišljal in sanjal kot jaz ?",0.0,0
SVSS,13.0,"Marco je navdušeno ugotavljal , da je mesto v celoti pozidano ; hiše so bile",5.0,tole so vse Karavanke in tukaj je en sicer ne to je že Pohorje
SVSSV,3.0,"Veliko več državljanov je nanj namreč odgovorilo , da je njihov materni jezik italijanščina , kot se jih je izreklo za italijansko narodnost .",0.0,0
SVSSVO,0.0,0,1.0,pravzaprav to ne vem če je huda debata ker je zelo logično da človek ne poškodu- da robot ne poškoduje drugega človeka
SVSSVOS,1.0,"Najmanj uspešne so združitve enakih podjetij , ker se pojavi težava , kdo bo prevzel vodilno vlogo v podjetju , katera blagovna znamka bo",0.0,0
SVSSVSVV,0.0,0,1.0,e v izogib tej temu da se to ne bi zdaj ponovilo s to novo založniško pravico e smo tudi mi in tudi zaradi drugih razlogov smo tudi mi prepričani da bi se mogla ta pravica upravljati in uveljavljati kolektivno
SVSSVV,1.0,"To , da dežujejo živali , je redek meteorološki pojav , ko živali , ki ne letijo , padajo z neba .",0.0,0
SVSSVVO,1.0,"» Tako danes nekateri kirurgi na kliniki za ginekologijo in porodništvo menijo , da so nove mize za njihove potrebe bistveno preširoke , da so bile stare boljše , da se niso kvarile in da niso nikoli izrazili potrebe po njihovi zamenjavi , « je",0.0,0
SVSSVVSV,2.0,"Kljub temu je njihov menedžer na vprašanje , ali obstaja možnost , da bi čeden Slovenec lahko postal Chippendale , odgovoril , da možnosti vedno obstajajo . . .",0.0,0
SVSV,80.0,"Preiskave med sodnim postopkom so pokazale , da so se dogodki odvijali bistveno drugače .",19.0,jaz sem nad nje jaz sem na- nad njo
SVSVO,51.0,"Finci so pač domnevali , da kupci njihovih slušalk Bluetooth uporabljajo tudi njihove mobilnike .",3.0,in jaz eee sem na stališču da eee Slovenija ima eee zelo jasna stališča
SVSVOO,1.0,"Leta 2000 so kljub zatrjevanju založnikov , da prodaja knjig pada , nekatere domače založniške hiše dosegle osebne prodajne rekorde , kar",1.0,eee ker seveda bakterijska odpornost pomeni da bolnik ne dobi ustreznega antibiotika takoj eee lahko ga sploh ne
SVSVOOO,1.0,"Janet želi , da bi Les naredil Justinu masko , s katero bi bil čim bolj podoben Dixiejinemu mrtvemu bratu Willu .",0.0,0
SVSVOOV,2.0,"Izetbegovič je dejal , da država pripada njenim prebivalcem , ki so sposobni boleče povojno delo opraviti sami .",2.0,eee to je eem eee rastlina oddaja kisik ki ga j- eee ogljikov dioksid ki ga ne potrebuje
SVSVOOVOOV,1.0,"Upravnica celjskih zaporov Edita Mejač je včeraj poudarila , da pazniki pri njem niso našli nič posebnega , razen pasu , ki ga je imel v kratkih hlačah in si ga je sam naredil iz raztrgane rjuhe .",0.0,0
SVSVOOVOV,1.0,"Japonska je pokazala , da je tudi sama pripravljena odpreti vrata svojemu območju in narediti korak iz sto let samote , samo da ne bi še naprej zaostajala za azijsko velesilo .",0.0,0
SVSVOOVS,2.0,"Sosedov brat je vedel , da ta spolno zlorablja punčko in jo je začel tudi sam .",0.0,0
SVSVOOVSS,1.0,"Literarno in dramaturško - uprizoritveno branje se medsebojno dopolnjujeta , tako da “ kritično razčlenjevanje dramskega besedila lahko proizvaja sugestije za uprizoritev , ki jih lahko preskusi le gledališče , nova uprizoritev pa lahko",0.0,0
SVSVOOVSV,1.0,"Toda tiskovna predstavnica haaškega tožilstva Florence Hartmann je potrdila , da bodo tožilci vložili vse obtožnice proti obtožencem za vojne zločine , ki so jih pripravili , ne glede na to , ali bo sodišče obstajalo le še leto dni ali dlje .",0.0,0
SVSVOOVVSV,1.0,"Kolikor jaz vem , je lahko tudi kdo prosil Jimmyja , naj ju shrani , in sploh ni vedel , kaj je v njima . «",0.0,0
SVSVOS,4.0,"Ker mladina meni , da je običajno smučanje zastarelo in dolgočasno , imata vedno več privržencev deskanje in svobodno smučanje čez drn in strn s skoki čez zamete in skalne previse .",2.0,e na ministrstvu za delo e je bil že pred časom e sprejeta eem možnost in pravica da e v primeru e če so če so da določene hude bolezni ali pa tudi določena stanja prizadetost otrok pripada staršem pravica e do dodatka za nego
SVSVOSV,2.0,"Spomladi je časnik Mlada fronta Dnes poročal , da je Srba kupil več kot deset milijonov kron vredno posest , čeprav je njegova mesečna plača znašala 40.000 kron .",0.0,0
SVSVOSVO,1.0,"Raziskovalci zato sklepajo , da lahko zmanjšanje debelosti izboljša nivo javnega zdravja , vendar pa je malo verjetno , da bo to znižalo skupne izdatke za zdravstvo .",0.0,0
SVSVOSVOV,1.0,"Zahteva je razumljiva le z gledišča , kot da dejansko ni predpisov in da se dela ad hoc , tako kot da dejansko to nekdo napiše po lastni presoji , kakor se mu tisti hip zazdi .",0.0,0
SVSVOV,7.0,"Gospa je čakala , da roka zgrabi platnice in reče :",0.0,0
SVSVOVO,5.0,"Dr. Michael Kennedy , zgodovinar , izvedenec za zgodovino irske diplomacije , pravi , da uporaba birokratskih postopkov izpolnjevanja obrazcev , fotografiranja in udarjanja s petami znotraj umetniškega performansa pomeni globoko ironijo , posebej v kontekstu dogodkov , ki so spremljali nastop NSK .",0.0,0
SVSVOVOOV,1.0,"Zavoj na desno je vodil do Mollyjine hiše , a Lou je prižgal levi smerni kazalec in slišal besede , ki jih je pričakoval .",0.0,0
SVSVOVOV,0.0,0,1.0,prehrana je v- seveda tudi na poti je poskrbljeno tudi za to da je čas da se da je čas tudi za kosilo in tudi vodnik ki je z vami vas opozori eem oziroma vam pokaže tukaj lahko
SVSVOVOVO,2.0,"Uspehi niso izostali in klub je v letih 2000 in 2002 osvojil ligo prvakov , najbolj prestižno evropsko tekmovanje , potem ko je s prodajo zemljišča za trening v centru Madrida zbral dovolj sredstev , da je poplačal 240 milijonov dolarjev dolgov iz prejšnjih let .",0.0,0
SVSVOVS,4.0,"Najboljši košarkarski klubi v Sloveniji pozabljajo , da je praznovanje sploh obstajalo , kajti drevi jih čaka 17. krog domačega prvenstva 1. A lige .",1.0,eee teh eee to je v bistvu najbolj bom rekel prijazna kar se tiče kolesarja za vzdrževanje ker ni nobenih olja
SVSVOVSOV,1.0,"Tudi sam trdim , da bolan človek , odvisen od alkoholne omame , nima močne volje in da z njim lahko manipulirajo njemu enaki in vsi močnejši , saj sem to okusil na lastni koži .",0.0,0
SVSVOVSOVOOSVV,1.0,"Strah me je tega , da se lahko tisti , ki ima trenutno večino , čeprav samo enega glasu in čeprav samo za en dan , v trenutku polasti poleg vsega , kar demokratični politični oblasti gre , tudi vsega tistega , česar demokratična politična oblast sploh nikdar ne bi smela dobiti v roke .",0.0,0
SVSVOVV,1.0,"Peter Pengal pravi , da zaposleni na ministrstvu preprosto nimajo časa za te naloge , saj se morajo ukvarjati s številnimi proceduralnimi , organizacijskimi in drugimi podobnimi nalogami .",0.0,0
SVSVOVVO,1.0,"Toženčeve priče so izpovedale , da je toženec prispeval od svoje plače mesečno 50 odstotkov , čeprav iz listinskih dokazov izhaja , da je dejansko prispeval le od 20 do 25 odstotkov .",0.0,0
SVSVOVVOV,2.0,"Pivovarna Laško je ugotovila , da multinacionalne družbe z nakupom podjetja dobijo tudi lokalni tržni delež , zato je skušala braniti svoj položaj doma in postati sama prevzemnik z nakupom Unionovih delnic .",0.0,0
SVSVS,9.0,"Vodja projekta Phare in predstavnik danskega tehnološkega inštituta Ib Sejersen pa je dejal , da slovenska podjetja večinoma že ravnajo v skladu z evropskimi predpisi , čeprav ta za zdaj še niso zavezujoča .",1.0,nekateri takoj vidijo da je to malo prehud tempo in odpovejo že po drugi vaji eni pa pač
SVSVSV,3.0,"Ko poleti moč sonca narašča in se rečni pretoki manjšajo , se tudi ribe umikajo v najgloblje dele rek .",3.0,tudi vi menite tudi vi menite kot gospod [name:surname] da bi lahko predsednik države nekoliko pohitel
SVSVSVO,2.0,"Rešitev naj bi se skrivala v možnosti , da se vsak posameznik lahko prostovoljno odloči za služenje vojaškega roka ali pa da država organizira profesionalno vojsko .",0.0,0
SVSVSVOOVS,0.0,0,1.0,prvi primer je Sotinski breg in to tukaj gre za drugi primer kjer je investitor eee lokalna eem lokalna skupnost in pa seveda j- so je postaja postavljena po vseh standardih ki ustrezajo državni meteorološki eee mreži in je zato lahko vključena v eee državno meteorološko mrežo kot enakovredna postaja meteorološkim postajam ki jih sicer postavlja agencija za okolje
SVSVSVV,3.0,"Ko je deklica videla , da oba s starim gospodom že sediva , se je tudi ona plaho usedla in se takoj zazrla navzgor v sivkasto in na mnogih koncih strgano projekcijsko platno …",0.0,0
SVSVSVVV,1.0,"Zato strokovnjaki Oceanografskega inštituta iz Dubrovnika domnevajo , da te jadranske morske želve pravzaprav gnezdijo v Grčiji , od koder del populacije redno migrira v hrvaške vode , kjer se tudi naseli in se do grških obal vrača le v času gnezdenja .",0.0,0
SVSVSVVVS,1.0,"Vse kaže , da so nigerijske razmere spet takšne , kot so bile pred medplemensko vojno leta 1967 , ko se je Biafra , naseljena s krščanskimi Iboji , skušala odtrgati od preostanka Nigerije , kjer so bili takrat politično bolj vplivni muslimani .",0.0,0
SVSVV,12.0,"Njegovi strokovnjaki so svetovali , naj oba fanta nekaj časa ne prideta v šolo , medtem pa se bodo pogovorili z razredom in razredničarko .",3.0,tu pri nas pa to še jaz nisem naletela eee da bi kdo rekel da ne morem ne
SVSVVO,8.0,"Toda slednje velja predvsem za deskarje v prostem slogu ( freestyle ) , medtem ko se je tekmovalni del , imenovan alpine , z leti razvil v pravi profesionalni cirkus , ki ne dopušča ponočevanja in popivanja .",1.0,v letu dva tisoč dvajset je takoj ko so se otroci vrnili v šolo eee zelo veliko šol uspelo izvesti meritve
SVSVVOOSV,1.0,"Igor Strmšnik je povedal , da si Slovenija želi ob meji odpraviti posledice in težave , ki jih le - ta prinaša .",0.0,0
SVSVVOOV,1.0,Ljudstvo je ravnalo naravno - čeprav se vsi hitro veselimo nad tujo nesrečo a kmalu so spoznali pravega krivca in ji zato tudi pomagali .,0.0,0
SVSVVOV,1.0,"Če bi se netopir pojavil v kakšni drugi hiši , bi človek še razumel , toda v naši res ni imel kaj početi .",1.0,in komunikacija mora biti jasna kratka razumljiva in dosledna in pa predvsem tudi politiki in mnenjski vodja morajo imeti integriteto in se ravnati po lastnih navodilih
SVSVVOVO,1.0,"KO DELAVEC ČAKA NA PRERAZPOREDITEV , DELODAJALEC PROTI NJEMU NE MORE IZVAJATI NOBENIH SANKCIJ , ČE NE OPRAVLJA DELA .",0.0,0
SVSVVOVV,0.0,0,1.0,in jaz se včasih resno sprašujem kako je spoštovana varuhinja vsa ta leta delovala kajti prenašati to da si včasih brezzobi tiger in se soočati s težkimi situacijami ki so v državi ki
SVSVVS,5.0,"Namen objave uzakonjenih prepovedi in omejitev v uradnih prostorih je v tem , da se stranke z njimi lahko seznanijo neposredno tam , kjer pridejo v stik z javno upravo , ne pa da so ta pravila » skrita « nekje v uradnem listu .",0.0,0
SVSVVSO,1.0,"Ker se 19 - palčni monitorji z visoko ločljivostjo niso » prijeli « med uporabniki , je kmalu večina izdelovalcev preklopila na nižjo ločljivost tudi pri 19 - palčnikih , tako da imajo danes prav vsi LCDji z diagonalo 19 ' ' ločljivost 1280 × 1024 pik .",1.0,najbrž vse težijo k temu da bi se radijski govorci za svoj poklic specializirali in izobrazili a je najbolj izrazita pozornost knjižno knjižnemu jezikovnemu kodu posvečena na javni RTV
SVSVVSOVOS,0.0,0,1.0,imetniki dobijo na tako imenovani on stop shop kjer pravzaprav se njihove pravice upravljajo in e tako dobijo uporabniki ta on stop shop kjer dobijo vse e ves repertoar na enem mestu to je sigurno
SVSVVSVOVV,1.0,"Rola , ki se odvija , ko zobatec vleče proč , in dolga vrvica omogočata , da riba odplava od lovca in da vrvico lahko vlečemo k sebi ali popuščamo .",0.0,0
SVSVVV,1.0,"Lastnici sta se odločili , da turnirski šport ni šport , ampak okrutna tekmovalnost , in sta začeli uživati v tem , da sta s konjem prijateljevali , rekreativno in za svoje zdravje malce",0.0,0
SVSVVVS,1.0,"Žuželke bodo poskrbele , da se bo cvetni prah prenesel z moških na ženske cvetove in kmalu se bodo začeli oblikovati mlade bučke .",1.0,no razlogov za smeh in dobro voljo je bilo precej torej [name:personal] je bil dobitnik nagrade saj kaj dosti ni mogel povedati ker je bil tako presenečen tako da mogoče je še glavna stvar ki je povedal tale
SVSVVVV,0.0,0,2.0,on je pa rad pel ampak on je tako fušal a veš pa na glas pel pa fušal
SVSVVVVVO,1.0,"Oblast pravzaprav meni , da so se Rdeče brigade s svojimi izpostavami prebudile , da začenjajo biti objektivno nevarne , kakor beremo , in da si prizadevajo okrepiti svoje vrste z delavci , zaposlenimi v posameznih tovarnah .",0.0,0
SVV,202.0,"Kaj se je zgodilo , sem izvedel šele naslednjega dne iz časopisja , "" je v intervju za Stampo iz Torina",66.0,razlogov more biti zagotovo veliko
SVVO,200.0,"Dan pogreba se je križal tudi z načrti angleške kraljeve družine , ki je načrtovala poroko princa Charlesa in Camille Parker Bowles .",27.0,zanimivo ko se vsi delajo kot da ne gledajo televizije
SVVOO,7.0,Operaterji bi radi nadaljevali v solo glasbeni izvedbi in v spletu še naprej prodajali glasbo svojim strankam .,0.0,0
SVVOOO,1.0,"V formalnem smislu Bolonjska deklaracija neposredno ni opredelila ali pooblastila nobenega posebnega telesa , Nekaj iztočnic nam v tem pogledu",0.0,0
SVVOOOSV,0.0,0,1.0,obisk pri sorodnikih vendarle je to obisk pri zdravniku in se lahko tudi zgodi da da ne sliši vsega kar mu je zdravnik takrat povedal
SVVOOOV,1.0,"- Ali konj z izkazanim veseljem ter zadovoljstvom pričakuje in v relativno kratkem času zaužije obrok krme , ki mu ga položite ?",1.0,ki j- ki sem jaz dala ne vem koliko mačkov že pa mi jih je eee bolj poceni
SVVOOOVO,1.0,"Osebni avtomobili niso več samo sredstvo za prevoz , temveč postajajo tudi premično informacijsko sredstvo , ki ponuja vozniku in sopotnikom večjo varnost ter jim dostavlja sporočila iz bližnje in daljne okolice (",0.0,0
SVVOOSV,3.0,"Požarna pregrada v drugem svežnju popravkov za Windows XP deluje tako , da preprečuje povezave , ki jih računalnik ali uporabnik nista zahtevala .",1.0,kar pomeni da smo na eni strani dali šoli informacije in vednost kaj se je zgodilo na drugi strani tudi
SVVOOSVO,1.0,"Križarji so se odločili , da napadejo Damask z zahoda , kjer bi jim številni sadovnjaki zagotovili stalno zalogo hrane .",0.0,0
SVVOOSVOV,1.0,"Direktor Koroške banke Božo Štor pravi , da imajo premalo informacij za kakršnokoli stališče ali mnenje o tem , kaj bi lahko takšno združevanje pomenilo in kakšen vpliv bi imelo na Koroško banko .",0.0,0
SVVOOSVV,1.0,"Ti so z brskalniki prvega rodu zaradi večminutnega čakanja na prikaz nove strani brez prave možnosti , da bi imeli vsaj delni vpogled v besedilo , ki ga je odjemalec že prenesel , zato prej obupajo .",0.0,0
SVVOOV,13.0,"Lastniki namreč ne bodo smeli več voditi pse na sprehod , kadar se bo njim ali njihovim živalim zahotelo .",3.0,eee Ministrstvo za zunanje zadeve je leta dva tisoč pet če se še spomnite pripravila nabor vseh upravičenj oziroma stališč Republike Slovenije in jih izdala v tako imenovani beli knjigi
SVVOOVOSV,1.0,"Če bodo Rusi videli , da sami lahko prodajo določeno zadevo z reeksportom , nam ne bodo dali pisnega soglasja in pri nas se bodo zaloge kopičile .",0.0,0
SVVOOVS,1.0,"Izbruh je sovpadal z razpršitvijo gramofonske industrije , nastankom majhnih neodvisnih založb , ki so zagrabile etnične trge , katere so prej obvladovale velike založbe , z razvejanostjo in manjšo obvladljivostjo novonastalih radijskih postaj .",0.0,0
SVVOOVSO,0.0,0,1.0,nekateri recimo še zmeraj uporabljajo tiste tista oblačila ki so jih že imeli doma ne eni se tudi temu
SVVOOVSOSV,1.0,"Leon je poskušal ponovno osvojiti severno Afriko , ki so jo zasedli Vandali , vendar mu to ni uspelo .",0.0,0
SVVOOVV,2.0,"Evropa mora ohraniti kulture , ki so jo ustvarile , sicer bo usahnila .",0.0,0
SVVOOVVO,0.0,0,1.0,kajti ljudje niti ne morajo izreči svoj da ali ne nekomu za katerega smatrajo da bi zastopal njihove interese
SVVOOVVVVSS,1.0,"Po osnovni logiki bi študent s papirjem s končanega podiplomskega študija moral imeti rahel naskok pred nekom , ki tega papirja nima , vendar je treba dodati , da na izbor delodajalca vpliva mali milijon faktorjev , od kravate , obnašanja , načina drže , kar",0.0,0
SVVOS,13.0,"Nekatere sladkovodne ribe , ki se hranijo s kopenskimi žuželkami , imajo zgoraj ležeča usta : usta",1.0,to pomeni da smo že v letu dva tisoč dvajset dobili rezultate iz približno nekaj več kot dvestotih šol eee več kot petinšestdeset tisoč otrok zdaj so se ti podatki še
SVVOSO,1.0,"Po drugi strani pa so se tudi kupci ozavestili in ne kupijo prav vsega , kar jim je ponujeno .",0.0,0
SVVOSOSVVV,1.0,"Kez se je skušal otresti dolgočasja , a to ni bilo tako preprosto , saj mu je potem , ko so se drugi odpravili na zmenek z Avalon , preostalo le , da je skrbel za Maščevalko .",0.0,0
SVVOSOVSS,1.0,"Čisto mogoče je tudi , da je Kajn v odgovor na božjo zavrnitev njegovega daru zavrnil in ubil samega boga in da si je bog nemara to celo sam želel toda slednje je malo verjetno , ker bog ni želeče bitje .",0.0,0
SVVOSS,0.0,0,1.0,verjetno tudi veliko bolnikov takrat ko je pri zdravniku eem presliši hitro kakšno pomembno informacijo vendarle je to en tak poseben obisk a ne to ni
SVVOSSV,1.0,"Pri odločanju , kakšna pomoč in prevzgoja sta potrebni , velja upoštevati težo prestopka , kako pogosti so prekrški , kdaj je nekdo stopil na kriminalno pot in do koga je nasilen .",0.0,0
SVVOSV,10.0,"D Kadar se riba odloči , da se spusti v globljo vodo , ji ribič ne nasprotuje ,",1.0,Anja Parson torej prva smučarka ki je ostala danes brez uvrstitve in tako je morda tudi zapravila tretje mesto bronasto medaljo v skupnem seštevku svetovnega pokala kajti Kathrin Zettel zaostaja petinštirideset točk za Parsonovo
SVVOSVO,5.0,"Noč bo pisana in neskončna , ni se motil , imel je prav in v takih trenutkih , ko mu je resničnost uslužno izpolnila pričakovanja , je bil zadovoljen s sabo .",0.0,0
SVVOSVOSOVVO,1.0,"Tožnica bi morala izkazati za verjetno , da ji je tožena stranka nezakonito odpovedala pogodbo o zaposlitvi ter da delovno mesto , ki se tožnici ponuja z novo pogodbo o zaposlitvi , ne ustreza njeni preostali delovni zmožnosti .",0.0,0
SVVOSVOSVSVO,1.0,"Minister Gaber je zagotovil , da ne glede na to , ali bomo kaj spreminjali sistemsko ureditev dualnega sistema izobraževanja , o čemer je obrtna zbornica že dala nekaj predlogov , bo ministrstvo vztrajalo pri tem , da bodo nove generacije dijakov in vajencev opravile del izobraževanja tudi v delovnem procesu .",0.0,0
SVVOSVOV,1.0,"Tat , ki je vdrl v gostišče v Ilirski Bistrici , je pobral vse cigarete , kolikor jih je bilo za pultom , in ker ga je očitno zeblo ,",0.0,0
SVVOSVOVO,1.0,"Dotok kisika ni deloval , tako da sem se polživ z odpeto masko privlekel na polico , kjer mi je prijatelj uredil prepognjene cevke in naravnal izravnalni mehur za dihanje .",0.0,0
SVVOSVOVOV,2.0,"Kajn pa to je , a ne le zato , ker je želel vedeti , kaj božja zavrnitev njegovega daru pomeni , marveč tudi in še prej zato , ker si je že tedaj , ko je prinašal svoj dar , nemara že mrmral :",0.0,0
SVVOSVOVV,1.0,"Kar se povsem sklada s trditvijo pisca znanstvene fantastike Arthurja C. Clarka ( ki je , med drugim , napisal kratko zgodbo , po kateri je bil posnet prej omenjeni film z računalnikom HAL kot glavnim negativcem ) , ki pravi , da nobene dovolj razvite tehnologije ne moremo ločiti od čarovnije .",0.0,0
SVVOSVOVVV,1.0,"Ti ponavadi trajajo nekje od dvajset do trideset minut in največkrat vključujejo : anksioznost , nervozo ali napetost , pogosto vzdihovanje , občutek , da človek ne dobi dovolj zraka ali da se mora usesti pokonci , da lahko dobro vdihne , razbijanje srca , težave z ravnotežjem , omotičnostjo ali vrtoglavico , otrplost ali mravljinčenje v rokah , stopalih ali okrog ust , napetost , pritisk , občutljivost ali bolečino v prsih .",0.0,0
SVVOSVS,0.0,0,1.0,e zelo zanimivo za ogled in pa kasneje se pot nadaljuje do vasi Borovnica kjer sem že opisal e ta še en steber tega viadukta stoji in pa pot v Pekel kjer so te slapovi zelo lepi
SVVOSVSV,0.0,0,1.0,kdor je v bolniški na koncu ko gre v penzion pač se mu to nekako odšteje tisti ki pa nikoli ni bil v bolniški
SVVOSVSVOV,1.0,"Kljub vsemu Radelj meni , da se bo zelo težko izogniti play outu , v katerem se bodo štiri moštva borila za obstanek , vendar bi bila velika škoda , če moštvo , ki ima najboljšo in najbolj množično občinstvo v prvi ligi , izpade .",0.0,0
SVVOSVVVOVOV,1.0,"Zdravnik , ki je tukaj govoril , je odprl celo vrsto vprašanj , katerih razrešitev je potrebna , če hočemo o tem zakonu glasovati - in vendarle ni predlagal tega , da je proti temu , da se zakon sprejme po hitrem postopku .",0.0,0
SVVOSVVVS,0.0,0,1.0,eee naš prijatelj šerif pa še vedno čaka in čaka na policijski postaji da ga bo njegov prijatelj Pepe prišel rešit ampak zaenkrat ni nič iz tega
SVVOV,21.0,"Dekle je ob vzvratni vožnji začelo vpiti , da bi jo utišal , sem",8.0,šestinsedemdesetletna pevka je sinoči kljub slabemu zdravju želela nastopiti na koncertu ki so ga pripravili v podporo pisatelju in borcu proti mafiji Robertu Savianu v kraju Castel Volturno znanem oporišču Camorre
SVVOVO,21.0,"zazrto v diabolično Transilvanijo , da je papež Benedikt XIV. moral posvariti celo škofe , naj ne zapadejo vampirski skušnjavi .",1.0,jaz imam v bistvu čez recimo teraso in v bistvu nosim od šanka do terase e to e pijačo
SVVOVOOVVOOV,1.0,"Klapoušni kužki v čepicah z naušniki so pristopili k zapuščenim škatlam , odprli prtljažnike , iz njih potegnili nekaj , kar je bilo videti kot strojnice v polivinilastih vrečkah , in vanje položili nekaj , kar je bilo videti kot dolarji v polivinilastih vrečkah .",0.0,0
SVVOVOS,2.0,"» Mar ni v Rusiji priljubljena pesem Če se hočeš poročiti , si poišči moškega , kakršen je Putin ? « se je",0.0,0
SVVOVOSO,1.0,"Ko je Prosinečki lansko jesen prišel v Ljubljano , je s klubom podpisal dveletno pogodbo ( 1 + 1 ) , po kateri naj bi v prvi sezoni zaslužil 250.000 evrov ( Olimpija naj bi mu",0.0,0
SVVOVOSVV,2.0,"Na moje poizvedovanje o vprašanju , ali se je slovenski zakon znašel znotraj evropskega modela slučajno ali načrtno , sem v strokovnih krogih resornega ministrstva dobil odgovor , da je šlo za zavestno prilagajanje evropskim merilom in načelom iz Magne Charte , ki so jo rektorji evropskih univerz podpisali v Bologni 18. septembra 1988 in ki se je izrečno zavzela za » gibljivost učiteljev in študentov « ter za splošno politiko » medsebojne ekvivalence glede statusa , nazivov , izpitov « .",0.0,0
SVVOVOSVVSS,1.0,"Veliki Žuti seveda ni mogel sprejeti takšnih pogojev , še sploh , če vemo , da naj bi mu Schollmayer v zadnjih dneh vseskozi zagotavljal , da ne bo nikakršnih problemov glede dogovora , saj naj bi bili cilji in načrti ter s tem tudi proračun kluba podobni kot lani .",0.0,0
SVVOVOV,4.0,"Polikarp se je po zločinu vrnil v Poljansko dolino in z nagrabljenim , zločinsko pridobljenim denarjem je imel priložnost pridobiti veljavo in se povzpeti na družbeni lestvici .",1.0,to je bila ena tako po- polprofesionalna lutkovna skupina ki s- mmm z predstavo kar uspeli in eee takrat sem tudi dejansko prvič videl da pa v bistvu mmm nekako eee z d- zadostnim številom predstav eee da pa se tukaj nekaj bi pa tudi finančno dalo kaj pokriti
SVVOVOVO,1.0,"Ivan skupaj z ženo Dagny živi v New Hampshiru , kjer v centru Ossipee vodi nadaljevalne tečaje » RECI - DA ! « in izobražuje nove učitelje .",0.0,0
SVVOVOVOSVVO,0.0,0,1.0,ja jaz sem pa ugotovil ko smo dobili teste od matematike nazaj in pol sem imel pač bolj slabo štirico sem pisal eee in pol mi je [name:personal] pomagal iskati točke
SVVOVOVOV,1.0,"Vse so hotele večati svoje armade , izboljševati svoje topove in opraviti vse mogoče priprave za vojno , ki bo enkrat prav gotovo prišla .",0.0,0
SVVOVOVS,0.0,0,1.0,to so pač eee kombinacija in slalom in eee če računamo da eem dodaš še eno disciplino lahko osvojiš toliko točk kot jih je ona je pa zares eee
SVVOVOVVO,2.0,"V tem času se lososi ustalijo na enem kraju , izgubijo značilno srebrno in dobijo bakreno rdečo barvo , shujšajo in izgubijo mišično moč .",0.0,0
SVVOVOVVOOV,1.0,"Avgust je skušal uvesti dedno pravico do prestola , da bi preprečil prihodnje spore , vendar je moral pozneje za naslednika imenovati pastorka Tiberija , ki ga ni imel rad .",0.0,0
SVVOVOVVOVO,1.0,"Pri pouku NIT v 4. razredu učenci spoznajo in uporabijo postopke za obdelavo lesa , berejo načrt , razvijajo in urijo delovne spretnosti ter upoštevajo pravila varnega dela .",0.0,0
SVVOVS,5.0,"Pearl je sedela na koncu pomola in uživala ob slastnih grižljajih ribe , ki jo je našla , Frances se je",0.0,0
SVVOVSO,2.0,"Prababica Olga , ki si je prišla pogledat svojo vnukinjo , je postala nostalgična : To me",0.0,0
SVVOVSOV,2.0,"Velike klinične raziskave so namreč dokazale , da tako lahko zelo učinkovito zmanjšamo nevarnost , da bi nastali zapleti , ki sem jih omenil in ki so za bolnika lahko tudi usodni .",0.0,0
SVVOVSOVV,1.0,"Renton se skremži , ko v daljavi zagleda Sikboja in pomisli , kakšne bedarije mu morajo trenutno prihajati iz ust .",0.0,0
SVVOVSV,2.0,"Vojne ni , vendar je zelo težko najti Srba , ki dvomi , da bo v njej Srbija zmagala .",1.0,naslednjih pet je finansirano petinosemdeset procentov in ne govoriti da j da gre za sto procentno financiranje tako ali drugače ker materialne stroške mora šola zagotavljati sama
SVVOVSVO,1.0,"Platon je bil tisti , ki je opazil in brez pomišljanja sprejel , da človeštvu vladajo koncepti , ter na podlagi tega zgradil teorijo .",0.0,0
SVVOVSVOVSV,1.0,"Ljudje , o katerih vedo , da so dojemljivi za tak način dokazovanja , so tedaj pripravljeni odobriti tvegane rešitve , saj izhajajo iz prepričanja , da druga stran nima le napačnih pravnih izhodišč , temveč da tam vladajo tudi poniglavost , neupravičena domišljavost in ošabnost , in tako naj bi bilo že od nekdaj .",0.0,0
SVVOVSVSOV,0.0,0,1.0,ker na primer Bukvarna se dejansko ukvarja predvsem z ne preprodajo knjig no ampak e prodajajo te rabljene knjige ne in bom rekel to je že bom rekel kaj se kulturnega kapitala tiče zelo velik plus ne
SVVOVSVSVVSVVSV,0.0,0,1.0,je nižja frekvenca ampak ampak ta Dopplerjev efekt se lahko uporabi tudi zato da se meri ne takšne stvari kot recimo da se vesolje širi ne da se vesolje širi ampak zd- zdaj potem je pa tukaj je napi- e to je zanimivo da so šli ugotavljat kaj je res ne ali se
