Tree	Transformed_Tree	One	Two	Three	Pattern
imele >nsubj ženske >obj stopnjo	['imele', '>nsubj ženske', '>obj stopnjo']	V	S	O	VSO
imele >obj koristi >nsubj kaste	['imele', '>obj koristi', '>nsubj kaste']	V	O	S	VOS
imeli >nsubj Portugalci >obj posest	['imeli', '>nsubj Portugalci', '>obj posest']	V	S	O	VSO
imeli >nsubj stolpnici >obj nekaj	['imeli', '>nsubj stolpnici', '>obj nekaj']	V	S	O	VSO
imeli >nsubj svetniki >obj točke	['imeli', '>nsubj svetniki', '>obj točke']	V	S	O	VSO
imeli >obj koristi >nsubj oboji	['imeli', '>obj koristi', '>nsubj oboji']	V	O	S	VOS
imeli >obj sestanek >nsubj sindikalisti	['imeli', '>obj sestanek', '>nsubj sindikalisti']	V	O	S	VOS
imelo >nsubj podjetje >obj projekt	['imelo', '>nsubj podjetje', '>obj projekt']	V	S	O	VSO
imelo >obj sedež >nsubj uradov	['imelo', '>obj sedež', '>nsubj uradov']	V	O	S	VOS
imelo >obj vlogo >nsubj delo	['imelo', '>obj vlogo', '>nsubj delo']	V	O	S	VOS
imigranti <nsubj jim <obj sledijo	['imigranti <nsubj', 'jim <obj', 'sledijo']	S	O	V	SOV
industrija <nsubj zagrabila >obj tehnologijo	['industrija <nsubj', 'zagrabila', '>obj tehnologijo']	S	V	O	SVO
instance <nsubj zahtevo <obj zavrnile	['instance <nsubj', 'zahtevo <obj', 'zavrnile']	S	O	V	SOV
institucija <nsubj daje >obj prednosti	['institucija <nsubj', 'daje', '>obj prednosti']	S	V	O	SVO
institucija <nsubj individua <obj prisili	['institucija <nsubj', 'individua <obj', 'prisili']	S	O	V	SOV
institucije <nsubj nekaj <obj narede	['institucije <nsubj', 'nekaj <obj', 'narede']	S	O	V	SOV
instrumenti <nsubj prestregli >obj soje	['instrumenti <nsubj', 'prestregli', '>obj soje']	S	V	O	SVO
interesi <nsubj igrali >obj vlogo	['interesi <nsubj', 'igrali', '>obj vlogo']	S	V	O	SVO
inšpektorji <nsubj pospravili >obj psov	['inšpektorji <nsubj', 'pospravili', '>obj psov']	S	V	O	SVO
inštituti <nsubj znižujejo >obj napovedi	['inštituti <nsubj', 'znižujejo', '>obj napovedi']	S	V	O	SVO
izbiro <obj narekoval >nsubj odpor	['izbiro <obj', 'narekoval', '>nsubj odpor']	O	V	S	OVS
izbruh <nsubj obsegal >obj tok	['izbruh <nsubj', 'obsegal', '>obj tok']	S	V	O	SVO
izbruh <nsubj ubil >obj ljudi	['izbruh <nsubj', 'ubil', '>obj ljudi']	S	V	O	SVO
izdelke <obj ocenijo >nsubj ocenjevalci	['izdelke <obj', 'ocenijo', '>nsubj ocenjevalci']	O	V	S	OVS
izdelke <obj prodajala >nsubj žena	['izdelke <obj', 'prodajala', '>nsubj žena']	O	V	S	OVS
izdelki <nsubj to <obj potrjujejo	['izdelki <nsubj', 'to <obj', 'potrjujejo']	S	O	V	SOV
izdelki <nsubj vsebujejo >obj hidroksid	['izdelki <nsubj', 'vsebujejo', '>obj hidroksid']	S	V	O	SVO
izdelovalci <nsubj zadev <obj lotevajo	['izdelovalci <nsubj', 'zadev <obj', 'lotevajo']	S	O	V	SOV
izgubi >obj živce >nsubj sopotnik	['izgubi', '>obj živce', '>nsubj sopotnik']	V	O	S	VOS
izgubil >obj življenje >nsubj otrok	['izgubil', '>obj življenje', '>nsubj otrok']	V	O	S	VOS
izkupiček <obj Europark <nsubj poklonil	['izkupiček <obj', 'Europark <nsubj', 'poklonil']	O	S	V	OSV
izkušnja <nsubj pustila >obj pečat	['izkušnja <nsubj', 'pustila', '>obj pečat']	S	V	O	SVO
izkušnja <nsubj večino <obj razočarala	['izkušnja <nsubj', 'večino <obj', 'razočarala']	S	O	V	SOV
izmenjevanje <nsubj zagotavlja >obj doseganje	['izmenjevanje <nsubj', 'zagotavlja', '>obj doseganje']	S	V	O	SVO
izostanek <nsubj povzroči >obj fikcijo	['izostanek <nsubj', 'povzroči', '>obj fikcijo']	S	V	O	SVO
izplačilo <obj predlaga >nsubj sindikat	['izplačilo <obj', 'predlaga', '>nsubj sindikat']	O	V	S	OVS
izrazil >obj nezadovoljstvo >nsubj eden	['izrazil', '>obj nezadovoljstvo', '>nsubj eden']	V	O	S	VOS
izračun <nsubj sprožil >obj odobravanja	['izračun <nsubj', 'sprožil', '>obj odobravanja']	S	V	O	SVO
izročilo <nsubj omogočalo >obj uporabo	['izročilo <nsubj', 'omogočalo', '>obj uporabo']	S	V	O	SVO
izseljence <obj nagovoril >nsubj župan	['izseljence <obj', 'nagovoril', '>nsubj župan']	O	V	S	OVS
iztočnic <obj dajeta >nsubj odstavka	['iztočnic <obj', 'dajeta', '>nsubj odstavka']	O	V	S	OVS
izvleček <nsubj podaljšal >obj delovanje	['izvleček <nsubj', 'podaljšal', '>obj delovanje']	S	V	O	SVO
jadra <nsubj Lolo <obj vlekla	['jadra <nsubj', 'Lolo <obj', 'vlekla']	S	O	V	SOV
jadrnica <nsubj zamenja >obj uzde	['jadrnica <nsubj', 'zamenja', '>obj uzde']	S	V	O	SVO
jata <nsubj daje >obj vtis	['jata <nsubj', 'daje', '>obj vtis']	S	V	O	SVO
jaz <nsubj dobu >obj kej	['jaz <nsubj', 'dobu', '>obj kej']	S	V	O	SVO
jaz <nsubj dodal >obj mnenja	['jaz <nsubj', 'dodal', '>obj mnenja']	S	V	O	SVO
jaz <nsubj imam >obj frizuro	['jaz <nsubj', 'imam', '>obj frizuro']	S	V	O	SVO
jaz <nsubj jo <obj uporabljala	['jaz <nsubj', 'jo <obj', 'uporabljala']	S	O	V	SOV
jaz <nsubj nič <obj videti	['jaz <nsubj', 'nič <obj', 'videti']	S	O	V	SOV
jaz <nsubj ničesar <obj vedel	['jaz <nsubj', 'ničesar <obj', 'vedel']	S	O	V	SOV
jaz <nsubj nosil >obj klobuk	['jaz <nsubj', 'nosil', '>obj klobuk']	S	V	O	SVO
jaz <nsubj obrazložil >obj glas	['jaz <nsubj', 'obrazložil', '>obj glas']	S	V	O	SVO
jaz <nsubj počakam >obj Casagrandeja	['jaz <nsubj', 'počakam', '>obj Casagrandeja']	S	V	O	SVO
jaz <nsubj zagovarjala >obj filozofijo	['jaz <nsubj', 'zagovarjala', '>obj filozofijo']	S	V	O	SVO
je <obj označili >nsubj liberalci	['je <obj', 'označili', '>nsubj liberalci']	O	V	S	OVS
je <obj razvoj <nsubj zanima	['je <obj', 'razvoj <nsubj', 'zanima']	O	S	V	OSV
je >obj sedlu >nsubj ime	['je', '>obj sedlu', '>nsubj ime']	V	O	S	VOS
jedro <nsubj obsega >obj %	['jedro <nsubj', 'obsega', '>obj %']	S	V	O	SVO
jedro <obj sestavljajo >nsubj predstavniki	['jedro <obj', 'sestavljajo', '>nsubj predstavniki']	O	V	S	OVS
jezik <nsubj ima >obj spola	['jezik <nsubj', 'ima', '>obj spola']	S	V	O	SVO
jeziki <nsubj vse <obj povedo	['jeziki <nsubj', 'vse <obj', 'povedo']	S	O	V	SOV
ji <obj grozi >nsubj zlom	['ji <obj', 'grozi', '>nsubj zlom']	O	V	S	OVS
ji <obj je >nsubj pisanje	['ji <obj', 'je', '>nsubj pisanje']	O	V	S	OVS
ji <obj ni >nsubj para	['ji <obj', 'ni', '>nsubj para']	O	V	S	OVS
ji <obj premoženje <nsubj zadoščalo	['ji <obj', 'premoženje <nsubj', 'zadoščalo']	O	S	V	OSV
ji <obj prišel >nsubj striptiz	['ji <obj', 'prišel', '>nsubj striptiz']	O	V	S	OVS
ji <obj zdel >nsubj minister	['ji <obj', 'zdel', '>nsubj minister']	O	V	S	OVS
ji <obj zdela >nsubj smrt	['ji <obj', 'zdela', '>nsubj smrt']	O	V	S	OVS
jih <nsubj nameni >obj konec	['jih <nsubj', 'nameni', '>obj konec']	S	V	O	SVO
jih <nsubj okužbe <obj zaveda	['jih <nsubj', 'okužbe <obj', 'zaveda']	S	O	V	SOV
jih <nsubj poiskalo >obj pomoč	['jih <nsubj', 'poiskalo', '>obj pomoč']	S	V	O	SVO
jih <obj Adria <nsubj potegnila	['jih <obj', 'Adria <nsubj', 'potegnila']	O	S	V	OSV
jih <obj Bernard <nsubj vključuje	['jih <obj', 'Bernard <nsubj', 'vključuje']	O	S	V	OSV
jih <obj Beznik <nsubj sklical	['jih <obj', 'Beznik <nsubj', 'sklical']	O	S	V	OSV
jih <obj Hartliebova <nsubj prečesala	['jih <obj', 'Hartliebova <nsubj', 'prečesala']	O	S	V	OSV
jih <obj Iskra <nsubj tožila	['jih <obj', 'Iskra <nsubj', 'tožila']	O	S	V	OSV
jih <obj Martin <nsubj predelal	['jih <obj', 'Martin <nsubj', 'predelal']	O	S	V	OSV
jih <obj Tasha <nsubj sliši	['jih <obj', 'Tasha <nsubj', 'sliši']	O	S	V	OSV
jih <obj Vives <nsubj opisoval	['jih <obj', 'Vives <nsubj', 'opisoval']	O	S	V	OSV
jih <obj afera <nsubj razgalila	['jih <obj', 'afera <nsubj', 'razgalila']	O	S	V	OSV
jih <obj arena <nsubj ponuja	['jih <obj', 'arena <nsubj', 'ponuja']	O	S	V	OSV
jih <obj avtor <nsubj zasnoval	['jih <obj', 'avtor <nsubj', 'zasnoval']	O	S	V	OSV
jih <obj avtorica <nsubj komponira	['jih <obj', 'avtorica <nsubj', 'komponira']	O	S	V	OSV
jih <obj bralec <nsubj zasluti	['jih <obj', 'bralec <nsubj', 'zasluti']	O	S	V	OSV
jih <obj brskalnik <nsubj loči	['jih <obj', 'brskalnik <nsubj', 'loči']	O	S	V	OSV
jih <obj celice <nsubj potrebujejo	['jih <obj', 'celice <nsubj', 'potrebujejo']	O	S	V	OSV
jih <obj dekleta <nsubj ovrednotijo	['jih <obj', 'dekleta <nsubj', 'ovrednotijo']	O	S	V	OSV
jih <obj doda >nsubj čas	['jih <obj', 'doda', '>nsubj čas']	O	V	S	OVS
jih <obj domišljija <nsubj spremenila	['jih <obj', 'domišljija <nsubj', 'spremenila']	O	S	V	OSV
jih <obj doseže >nsubj del	['jih <obj', 'doseže', '>nsubj del']	O	V	S	OVS
jih <obj dotaknile >nsubj ženske	['jih <obj', 'dotaknile', '>nsubj ženske']	O	V	S	OVS
jih <obj dovoljuje >nsubj zakon	['jih <obj', 'dovoljuje', '>nsubj zakon']	O	V	S	OVS
jih <obj duši >nsubj brezposelnost	['jih <obj', 'duši', '>nsubj brezposelnost']	O	V	S	OVS
jih <obj funkcionarji <nsubj sprejemajo	['jih <obj', 'funkcionarji <nsubj', 'sprejemajo']	O	S	V	OSV
jih <obj gojil >nsubj Hindenburg	['jih <obj', 'gojil', '>nsubj Hindenburg']	O	V	S	OVS
jih <obj ilustriral >nsubj Marjan	['jih <obj', 'ilustriral', '>nsubj Marjan']	O	V	S	OVS
jih <obj ima >nsubj država	['jih <obj', 'ima', '>nsubj država']	O	V	S	OVS
jih <obj imajo >nsubj bolniki	['jih <obj', 'imajo', '>nsubj bolniki']	O	V	S	OVS
jih <obj imajo >nsubj otroci	['jih <obj', 'imajo', '>nsubj otroci']	O	V	S	OVS
jih <obj imel >nsubj General	['jih <obj', 'imel', '>nsubj General']	O	V	S	OVS
jih <obj imela >nsubj komisija	['jih <obj', 'imela', '>nsubj komisija']	O	V	S	OVS
jih <obj imeli >nsubj voditelji	['jih <obj', 'imeli', '>nsubj voditelji']	O	V	S	OVS
jih <obj imenujejo >nsubj zdravniki	['jih <obj', 'imenujejo', '>nsubj zdravniki']	O	V	S	OVS
jih <obj institucija <nsubj sili	['jih <obj', 'institucija <nsubj', 'sili']	O	S	V	OSV
jih <obj izberejo >nsubj učenci	['jih <obj', 'izberejo', '>nsubj učenci']	O	V	S	OVS
jih <obj izdelajo >nsubj države	['jih <obj', 'izdelajo', '>nsubj države']	O	V	S	OVS
jih <obj izpodrinili >nsubj zasloni	['jih <obj', 'izpodrinili', '>nsubj zasloni']	O	V	S	OVS
jih <obj izročil >nsubj sodelavec	['jih <obj', 'izročil', '>nsubj sodelavec']	O	V	S	OVS
jih <obj izvajal >nsubj osumljenec	['jih <obj', 'izvajal', '>nsubj osumljenec']	O	V	S	OVS
jih <obj kdo <nsubj prisiljeval	['jih <obj', 'kdo <nsubj', 'prisiljeval']	O	S	V	OSV
jih <obj konvencija <nsubj ureja	['jih <obj', 'konvencija <nsubj', 'ureja']	O	S	V	OSV
jih <obj lastniki <nsubj postavili	['jih <obj', 'lastniki <nsubj', 'postavili']	O	S	V	OSV
jih <obj lastništvo <nsubj zanima	['jih <obj', 'lastništvo <nsubj', 'zanima']	O	S	V	OSV
jih <obj ljudje <nsubj želijo	['jih <obj', 'ljudje <nsubj', 'želijo']	O	S	V	OSV
jih <obj ločevati >nsubj čelade	['jih <obj', 'ločevati', '>nsubj čelade']	O	V	S	OVS
jih <obj meščani <nsubj metali	['jih <obj', 'meščani <nsubj', 'metali']	O	S	V	OSV
jih <obj nadomestil >nsubj program	['jih <obj', 'nadomestil', '>nsubj program']	O	V	S	OVS
jih <obj nahrulila >nsubj Lindsay	['jih <obj', 'nahrulila', '>nsubj Lindsay']	O	V	S	OVS
jih <obj nalaga >nsubj država	['jih <obj', 'nalaga', '>nsubj država']	O	V	S	OVS
jih <obj namenja >nsubj proračun	['jih <obj', 'namenja', '>nsubj proračun']	O	V	S	OVS
jih <obj napisale >nsubj ženske	['jih <obj', 'napisale', '>nsubj ženske']	O	V	S	OVS
jih <obj naredijo >nsubj ljudje	['jih <obj', 'naredijo', '>nsubj ljudje']	O	V	S	OVS
jih <obj navajajo >nsubj zagovorniki	['jih <obj', 'navajajo', '>nsubj zagovorniki']	O	V	S	OVS
jih <obj navdajali >nsubj gon	['jih <obj', 'navdajali', '>nsubj gon']	O	V	S	OVS
jih <obj nekdo <nsubj ima	['jih <obj', 'nekdo <nsubj', 'ima']	O	S	V	OSV
jih <obj nihče <nsubj hotel	['jih <obj', 'nihče <nsubj', 'hotel']	O	S	V	OSV
jih <obj obiskala >nsubj ministrica	['jih <obj', 'obiskala', '>nsubj ministrica']	O	V	S	OVS
jih <obj obišče >nsubj turistov	['jih <obj', 'obišče', '>nsubj turistov']	O	V	S	OVS
jih <obj objavijo >nsubj institucije	['jih <obj', 'objavijo', '>nsubj institucije']	O	V	S	OVS
jih <obj oblast <nsubj evakuirala	['jih <obj', 'oblast <nsubj', 'evakuirala']	O	S	V	OSV
jih <obj obremenjuje >nsubj razvoj	['jih <obj', 'obremenjuje', '>nsubj razvoj']	O	V	S	OVS
jih <obj občani <nsubj vplačali	['jih <obj', 'občani <nsubj', 'vplačali']	O	S	V	OSV
jih <obj odbijale >nsubj vrednote	['jih <obj', 'odbijale', '>nsubj vrednote']	O	V	S	OVS
jih <obj oni <nsubj odpravili	['jih <obj', 'oni <nsubj', 'odpravili']	O	S	V	OSV
jih <obj opazuje >nsubj neznanec	['jih <obj', 'opazuje', '>nsubj neznanec']	O	V	S	OVS
jih <obj opisal >nsubj Ros	['jih <obj', 'opisal', '>nsubj Ros']	O	V	S	OVS
jih <obj opravlja >nsubj gospodarstvo	['jih <obj', 'opravlja', '>nsubj gospodarstvo']	O	V	S	OVS
jih <obj oprema <nsubj vključuje	['jih <obj', 'oprema <nsubj', 'vključuje']	O	S	V	OSV
jih <obj otroci <nsubj zbirajo	['jih <obj', 'otroci <nsubj', 'zbirajo']	O	S	V	OSV
jih <obj otrok <nsubj potrebuje	['jih <obj', 'otrok <nsubj', 'potrebuje']	O	S	V	OSV
jih <obj oče <nsubj kupil	['jih <obj', 'oče <nsubj', 'kupil']	O	S	V	OSV
jih <obj pesti >nsubj kompleks	['jih <obj', 'pesti', '>nsubj kompleks']	O	V	S	OVS
jih <obj podprla >nsubj vlada	['jih <obj', 'podprla', '>nsubj vlada']	O	V	S	OVS
jih <obj podtaknili >nsubj filmi	['jih <obj', 'podtaknili', '>nsubj filmi']	O	V	S	OVS
jih <obj pojav <nsubj povzroči	['jih <obj', 'pojav <nsubj', 'povzroči']	O	S	V	OSV
jih <obj pokazala >nsubj raziskava	['jih <obj', 'pokazala', '>nsubj raziskava']	O	V	S	OVS
jih <obj policija <nsubj pustila	['jih <obj', 'policija <nsubj', 'pustila']	O	S	V	OSV
jih <obj posamezniki <nsubj pripisujejo	['jih <obj', 'posamezniki <nsubj', 'pripisujejo']	O	S	V	OSV
jih <obj posredovali >nsubj profesorji	['jih <obj', 'posredovali', '>nsubj profesorji']	O	V	S	OVS
jih <obj postavi >nsubj človek	['jih <obj', 'postavi', '>nsubj človek']	O	V	S	OVS
jih <obj povzroča >nsubj rinovirus	['jih <obj', 'povzroča', '>nsubj rinovirus']	O	V	S	OVS
jih <obj povzročajo >nsubj ljudje	['jih <obj', 'povzročajo', '>nsubj ljudje']	O	V	S	OVS
jih <obj povzročili >nsubj potresi	['jih <obj', 'povzročili', '>nsubj potresi']	O	V	S	OVS
jih <obj pošilja >nsubj udeleženec	['jih <obj', 'pošilja', '>nsubj udeleženec']	O	V	S	OVS
jih <obj pošta <nsubj presenetila	['jih <obj', 'pošta <nsubj', 'presenetila']	O	S	V	OSV
jih <obj pregnali >nsubj Hebrejci	['jih <obj', 'pregnali', '>nsubj Hebrejci']	O	V	S	OVS
jih <obj preskusi >nsubj gledališče	['jih <obj', 'preskusi', '>nsubj gledališče']	O	V	S	OVS
jih <obj prijatelj <nsubj znebil	['jih <obj', 'prijatelj <nsubj', 'znebil']	O	S	V	OSV
jih <obj prikazuje >nsubj slika	['jih <obj', 'prikazuje', '>nsubj slika']	O	V	S	OVS
jih <obj prinesel >nsubj trg	['jih <obj', 'prinesel', '>nsubj trg']	O	V	S	OVS
jih <obj pripravil >nsubj Aeroklub	['jih <obj', 'pripravil', '>nsubj Aeroklub']	O	V	S	OVS
jih <obj pripravili >nsubj študentje	['jih <obj', 'pripravili', '>nsubj študentje']	O	V	S	OVS
jih <obj pripravljale >nsubj babice	['jih <obj', 'pripravljale', '>nsubj babice']	O	V	S	OVS
jih <obj prirejajo >nsubj društva	['jih <obj', 'prirejajo', '>nsubj društva']	O	V	S	OVS
jih <obj privoščili >nsubj zasebniki	['jih <obj', 'privoščili', '>nsubj zasebniki']	O	V	S	OVS
jih <obj priznajo >nsubj univerze	['jih <obj', 'priznajo', '>nsubj univerze']	O	V	S	OVS
jih <obj prišlek <nsubj spremeni	['jih <obj', 'prišlek <nsubj', 'spremeni']	O	S	V	OSV
jih <obj razvile >nsubj kulture	['jih <obj', 'razvile', '>nsubj kulture']	O	V	S	OVS
jih <obj računalnik <nsubj zahtevala	['jih <obj', 'računalnik <nsubj', 'zahtevala']	O	S	V	OSV
jih <obj rdečebradec <nsubj našteval	['jih <obj', 'rdečebradec <nsubj', 'našteval']	O	S	V	OSV
jih <obj rejci <nsubj gojijo	['jih <obj', 'rejci <nsubj', 'gojijo']	O	S	V	OSV
jih <obj reklamira >nsubj izdelovalec	['jih <obj', 'reklamira', '>nsubj izdelovalec']	O	V	S	OVS
jih <obj režiserji <nsubj pokažejo	['jih <obj', 'režiserji <nsubj', 'pokažejo']	O	S	V	OSV
jih <obj samci <nsubj bijejo	['jih <obj', 'samci <nsubj', 'bijejo']	O	S	V	OSV
jih <obj seka >nsubj cesta	['jih <obj', 'seka', '>nsubj cesta']	O	V	S	OVS
jih <obj sistem <nsubj posreduje	['jih <obj', 'sistem <nsubj', 'posreduje']	O	S	V	OSV
jih <obj skrbel >nsubj vzpon	['jih <obj', 'skrbel', '>nsubj vzpon']	O	V	S	OVS
jih <obj sloji <nsubj bali	['jih <obj', 'sloji <nsubj', 'bali']	O	S	V	OSV
jih <obj spremlja >nsubj občutje	['jih <obj', 'spremlja', '>nsubj občutje']	O	V	S	OVS
jih <obj sprožajo >nsubj predmeti	['jih <obj', 'sprožajo', '>nsubj predmeti']	O	V	S	OVS
jih <obj stresajo >nsubj strokovnjaki	['jih <obj', 'stresajo', '>nsubj strokovnjaki']	O	V	S	OVS
jih <obj svetnik <nsubj prinaša	['jih <obj', 'svetnik <nsubj', 'prinaša']	O	S	V	OSV
jih <obj ta <nsubj potrebuje	['jih <obj', 'ta <nsubj', 'potrebuje']	O	S	V	OSV
jih <obj ta <nsubj prinaša	['jih <obj', 'ta <nsubj', 'prinaša']	O	S	V	OSV
jih <obj torka <nsubj prepovedovala	['jih <obj', 'torka <nsubj', 'prepovedovala']	O	S	V	OSV
jih <obj ureja >nsubj regulativa	['jih <obj', 'ureja', '>nsubj regulativa']	O	V	S	OVS
jih <obj usposabljali >nsubj svetovalci	['jih <obj', 'usposabljali', '>nsubj svetovalci']	O	V	S	OVS
jih <obj ustvarila >nsubj kljubovalnost	['jih <obj', 'ustvarila', '>nsubj kljubovalnost']	O	V	S	OVS
jih <obj ustvarilo >nsubj gospodarstvo	['jih <obj', 'ustvarilo', '>nsubj gospodarstvo']	O	V	S	OVS
jih <obj uvaža >nsubj Sanolabor	['jih <obj', 'uvaža', '>nsubj Sanolabor']	O	V	S	OVS
jih <obj uveljavil >nsubj člen	['jih <obj', 'uveljavil', '>nsubj člen']	O	V	S	OVS
jih <obj uveljavljajo >nsubj giganti	['jih <obj', 'uveljavljajo', '>nsubj giganti']	O	V	S	OVS
jih <obj veter <nsubj prenese	['jih <obj', 'veter <nsubj', 'prenese']	O	S	V	OSV
jih <obj večina <nsubj spoznala	['jih <obj', 'večina <nsubj', 'spoznala']	O	S	V	OSV
jih <obj vlada <nsubj pripravlja	['jih <obj', 'vlada <nsubj', 'pripravlja']	O	S	V	OSV
jih <obj vlada <nsubj sprejela	['jih <obj', 'vlada <nsubj', 'sprejela']	O	S	V	OSV
jih <obj vlak <nsubj odpelje	['jih <obj', 'vlak <nsubj', 'odpelje']	O	S	V	OSV
jih <obj vodil >nsubj Vinko	['jih <obj', 'vodil', '>nsubj Vinko']	O	V	S	OVS
jih <obj vsebuje >nsubj pravilnik	['jih <obj', 'vsebuje', '>nsubj pravilnik']	O	V	S	OVS
jih <obj vsilila >nsubj kraljica	['jih <obj', 'vsilila', '>nsubj kraljica']	O	V	S	OVS
jih <obj vzel >nsubj Rus	['jih <obj', 'vzel', '>nsubj Rus']	O	V	S	OVS
jih <obj zagotavlja >nsubj davek	['jih <obj', 'zagotavlja', '>nsubj davek']	O	V	S	OVS
jih <obj zagrešil >nsubj režim	['jih <obj', 'zagrešil', '>nsubj režim']	O	V	S	OVS
jih <obj zanimal >nsubj prenos	['jih <obj', 'zanimal', '>nsubj prenos']	O	V	S	OVS
jih <obj zanimala >nsubj politika	['jih <obj', 'zanimala', '>nsubj politika']	O	V	S	OVS
jih <obj zastrupile >nsubj oblasti	['jih <obj', 'zastrupile', '>nsubj oblasti']	O	V	S	OVS
jih <obj zavarovanci <nsubj pridobili	['jih <obj', 'zavarovanci <nsubj', 'pridobili']	O	S	V	OSV
jih <obj začrtala >nsubj Slovenija	['jih <obj', 'začrtala', '>nsubj Slovenija']	O	V	S	OVS
jih <obj zbirali >nsubj popisovalci	['jih <obj', 'zbirali', '>nsubj popisovalci']	O	V	S	OVS
jih <obj zgodovina <nsubj prišteva	['jih <obj', 'zgodovina <nsubj', 'prišteva']	O	S	V	OSV
jih <obj znal >nsubj malček	['jih <obj', 'znal', '>nsubj malček']	O	V	S	OVS
jih <obj čaka >nsubj krog	['jih <obj', 'čaka', '>nsubj krog']	O	V	S	OVS
jih <obj čaka >nsubj spoznanje	['jih <obj', 'čaka', '>nsubj spoznanje']	O	V	S	OVS
jih <obj čaka >nsubj zakonov	['jih <obj', 'čaka', '>nsubj zakonov']	O	V	S	OVS
jih <obj čakajo >nsubj carine	['jih <obj', 'čakajo', '>nsubj carine']	O	V	S	OVS
jih <obj čakali >nsubj potica	['jih <obj', 'čakali', '>nsubj potica']	O	V	S	OVS
jih <obj čebelarji <nsubj poznajo	['jih <obj', 'čebelarji <nsubj', 'poznajo']	O	S	V	OSV
jih <obj živali <nsubj zaužile	['jih <obj', 'živali <nsubj', 'zaužile']	O	S	V	OSV
jim <obj gnusila >nsubj družba	['jim <obj', 'gnusila', '>nsubj družba']	O	V	S	OVS
jim <obj grozi >nsubj izumrtje	['jim <obj', 'grozi', '>nsubj izumrtje']	O	V	S	OVS
jim <obj je >nsubj prizorišče	['jim <obj', 'je', '>nsubj prizorišče']	O	V	S	OVS
jim <obj je >nsubj stil	['jim <obj', 'je', '>nsubj stil']	O	V	S	OVS
jim <obj nič <nsubj zdelo	['jim <obj', 'nič <nsubj', 'zdelo']	O	S	V	OSV
jim <obj pomagala >nsubj podjetja	['jim <obj', 'pomagala', '>nsubj podjetja']	O	V	S	OVS
jim <obj pomagali >nsubj svetovalci	['jim <obj', 'pomagali', '>nsubj svetovalci']	O	V	S	OVS
jim <obj posel <nsubj gre	['jim <obj', 'posel <nsubj', 'gre']	O	S	V	OSV
jim <obj pravijo >nsubj Hrvati	['jim <obj', 'pravijo', '>nsubj Hrvati']	O	V	S	OVS
jim <obj sledijo >nsubj plemenitaši	['jim <obj', 'sledijo', '>nsubj plemenitaši']	O	V	S	OVS
jim <obj sodila >nsubj sodišča	['jim <obj', 'sodila', '>nsubj sodišča']	O	V	S	OVS
jim <obj spol <nsubj odreči	['jim <obj', 'spol <nsubj', 'odreči']	O	S	V	OSV
jim <obj to <nsubj uspelo	['jim <obj', 'to <nsubj', 'uspelo']	O	S	V	OSV
jim <obj učinek <nsubj posreči	['jim <obj', 'učinek <nsubj', 'posreči']	O	S	V	OSV
jim <obj zdela >nsubj večina	['jim <obj', 'zdela', '>nsubj večina']	O	V	S	OVS
jim <obj zdele >nsubj besede	['jim <obj', 'zdele', '>nsubj besede']	O	V	S	OVS
jim <obj zdi >nsubj cena	['jim <obj', 'zdi', '>nsubj cena']	O	V	S	OVS
jima <obj je >nsubj spolnost	['jima <obj', 'je', '>nsubj spolnost']	O	V	S	OVS
jima <obj to <nsubj uspelo	['jima <obj', 'to <nsubj', 'uspelo']	O	S	V	OSV
jo <obj C. <nsubj označil	['jo <obj', 'C. <nsubj', 'označil']	O	S	V	OSV
jo <obj MG <nsubj naredila	['jo <obj', 'MG <nsubj', 'naredila']	O	S	V	OSV
jo <obj Pauli <nsubj uporabil	['jo <obj', 'Pauli <nsubj', 'uporabil']	O	S	V	OSV
jo <obj Srbija <nsubj potrebuje	['jo <obj', 'Srbija <nsubj', 'potrebuje']	O	S	V	OSV
jo <obj banka <nsubj izvaja	['jo <obj', 'banka <nsubj', 'izvaja']	O	S	V	OSV
jo <obj bitja <nsubj razvila	['jo <obj', 'bitja <nsubj', 'razvila']	O	S	V	OSV
jo <obj dali >nsubj meščani	['jo <obj', 'dali', '>nsubj meščani']	O	V	S	OVS
jo <obj delavci <nsubj napovedali	['jo <obj', 'delavci <nsubj', 'napovedali']	O	S	V	OSV
jo <obj dobil >nsubj Bojan	['jo <obj', 'dobil', '>nsubj Bojan']	O	V	S	OVS
jo <obj dopolnjujejo >nsubj velikani	['jo <obj', 'dopolnjujejo', '>nsubj velikani']	O	V	S	OVS
jo <obj država <nsubj napade	['jo <obj', 'država <nsubj', 'napade']	O	S	V	OSV
jo <obj ima >nsubj Kolpa	['jo <obj', 'ima', '>nsubj Kolpa']	O	V	S	OVS
jo <obj ima >nsubj utež	['jo <obj', 'ima', '>nsubj utež']	O	V	S	OVS
jo <obj imajo >nsubj različice	['jo <obj', 'imajo', '>nsubj različice']	O	V	S	OVS
jo <obj imela >nsubj Jasna	['jo <obj', 'imela', '>nsubj Jasna']	O	V	S	OVS
jo <obj imela >nsubj zadruga	['jo <obj', 'imela', '>nsubj zadruga']	O	V	S	OVS
jo <obj izdajo >nsubj zavod	['jo <obj', 'izdajo', '>nsubj zavod']	O	V	S	OVS
jo <obj izdal >nsubj Zavod	['jo <obj', 'izdal', '>nsubj Zavod']	O	V	S	OVS
