Tree	Transformed_Tree	One	Two	Three	Pattern
nekateri <nsubj palačinke <obj nadenejo	['nekateri <nsubj', 'palačinke <obj', 'nadenejo']	S	O	V	SOV
nekateri <nsubj uporabljajo >obj oblačila	['nekateri <nsubj', 'uporabljajo', '>obj oblačila']	S	V	O	SVO
nekdo <nsubj mi <obj kosi	['nekdo <nsubj', 'mi <obj', 'kosi']	S	O	V	SOV
nekdo <nsubj povedal >obj kroženje	['nekdo <nsubj', 'povedal', '>obj kroženje']	S	V	O	SVO
nima >nsubj on >obj službe	['nima', '>nsubj on', '>obj službe']	V	S	O	VSO
nimam >obj živcev >nsubj jaz	['nimam', '>obj živcev', '>nsubj jaz']	V	O	S	VOS
njemu <obj to <nsubj uspelo	['njemu <obj', 'to <nsubj', 'uspelo']	O	S	V	OSV
njihov <nsubj nič <obj znal	['njihov <nsubj', 'nič <obj', 'znal']	S	O	V	SOV
noben <nsubj ni >obj nič	['noben <nsubj', 'ni', '>obj nič']	S	V	O	SVO
nogomet <nsubj doživljal >obj pretrese	['nogomet <nsubj', 'doživljal', '>obj pretrese']	S	V	O	SVO
obeta >obj nam >nsubj lepega	['obeta', '>obj nam', '>nsubj lepega']	V	O	S	VOS
obleko <obj jaz <nsubj imela	['obleko <obj', 'jaz <nsubj', 'imela']	O	S	V	OSV
obliži <nsubj spodbudijo >obj željo	['obliži <nsubj', 'spodbudijo', '>obj željo']	S	V	O	SVO
območje <obj mi <nsubj slišimo	['območje <obj', 'mi <nsubj', 'slišimo']	O	S	V	OSV
oddelka <nsubj zmogla >obj tega	['oddelka <nsubj', 'zmogla', '>obj tega']	S	V	O	SVO
okoliščine <nsubj spremenile >obj načrt	['okoliščine <nsubj', 'spremenile', '>obj načrt']	S	V	O	SVO
okolju <obj botroval >nsubj avto	['okolju <obj', 'botroval', '>nsubj avto']	O	V	S	OVS
on <nsubj ima >obj ljudi	['on <nsubj', 'ima', '>obj ljudi']	S	V	O	SVO
on <nsubj imel >obj sos	['on <nsubj', 'imel', '>obj sos']	S	V	O	SVO
on <nsubj kupil >obj kamion	['on <nsubj', 'kupil', '>obj kamion']	S	V	O	SVO
on <nsubj mene <obj spraševal	['on <nsubj', 'mene <obj', 'spraševal']	S	O	V	SOV
on <nsubj meni <obj pokazal	['on <nsubj', 'meni <obj', 'pokazal']	S	O	V	SOV
on <nsubj poiskal >obj zatočišče	['on <nsubj', 'poiskal', '>obj zatočišče']	S	V	O	SVO
on <nsubj povrnil >obj pridelek	['on <nsubj', 'povrnil', '>obj pridelek']	S	V	O	SVO
on <nsubj pripravi >obj školjke	['on <nsubj', 'pripravi', '>obj školjke']	S	V	O	SVO
on <nsubj tega <obj ni	['on <nsubj', 'tega <obj', 'ni']	S	O	V	SOV
on <nsubj uporabljal >obj material	['on <nsubj', 'uporabljal', '>obj material']	S	V	O	SVO
on <nsubj zgradi >obj bivališče	['on <nsubj', 'zgradi', '>obj bivališče']	S	V	O	SVO
ona <nsubj ima >obj srce	['ona <nsubj', 'ima', '>obj srce']	S	V	O	SVO
ona <nsubj izgubi >obj občutek	['ona <nsubj', 'izgubi', '>obj občutek']	S	V	O	SVO
ona <nsubj jih <obj nima	['ona <nsubj', 'jih <obj', 'nima']	S	O	V	SOV
ona <nsubj jo <obj živi	['ona <nsubj', 'jo <obj', 'živi']	S	O	V	SOV
ona <nsubj kartuše <obj nalimala	['ona <nsubj', 'kartuše <obj', 'nalimala']	S	O	V	SOV
ona <nsubj me <obj klicala	['ona <nsubj', 'me <obj', 'klicala']	S	O	V	SOV
ona <nsubj me <obj zgrabila	['ona <nsubj', 'me <obj', 'zgrabila']	S	O	V	SOV
ona <nsubj nima >obj nič	['ona <nsubj', 'nima', '>obj nič']	S	V	O	SVO
ona <nsubj povzročila >obj umore	['ona <nsubj', 'povzročila', '>obj umore']	S	V	O	SVO
ona <nsubj razume >obj slovensko	['ona <nsubj', 'razume', '>obj slovensko']	S	V	O	SVO
ona <nsubj zobke <obj prala	['ona <nsubj', 'zobke <obj', 'prala']	S	O	V	SOV
onadva <nsubj rabita >obj ure	['onadva <nsubj', 'rabita', '>obj ure']	S	V	O	SVO
onadva <nsubj to <obj videla	['onadva <nsubj', 'to <obj', 'videla']	S	O	V	SOV
oni <nsubj imajo >obj podjetje	['oni <nsubj', 'imajo', '>obj podjetje']	S	V	O	SVO
oni <nsubj imajo >obj proge	['oni <nsubj', 'imajo', '>obj proge']	S	V	O	SVO
oni <nsubj izvabili >obj resnico	['oni <nsubj', 'izvabili', '>obj resnico']	S	V	O	SVO
oni <nsubj to <obj kupili	['oni <nsubj', 'to <obj', 'kupili']	S	O	V	SOV
oni <nsubj uničili >obj besedo	['oni <nsubj', 'uničili', '>obj besedo']	S	V	O	SVO
oni <nsubj učijo >obj treniranja	['oni <nsubj', 'učijo', '>obj treniranja']	S	V	O	SVO
oni <nsubj vzeli >obj to	['oni <nsubj', 'vzeli', '>obj to']	S	V	O	SVO
opozicija <nsubj dala >obj mir	['opozicija <nsubj', 'dala', '>obj mir']	S	V	O	SVO
opuščanje <nsubj pomeni >obj učinkovitost	['opuščanje <nsubj', 'pomeni', '>obj učinkovitost']	S	V	O	SVO
organizacije <nsubj podpirale >obj pravico	['organizacije <nsubj', 'podpirale', '>obj pravico']	S	V	O	SVO
organizator <nsubj pogreša >obj podporo	['organizator <nsubj', 'pogreša', '>obj podporo']	S	V	O	SVO
otroci <nsubj dobijo >obj pogoje	['otroci <nsubj', 'dobijo', '>obj pogoje']	S	V	O	SVO
otroci <nsubj dobijo >obj priložnosti	['otroci <nsubj', 'dobijo', '>obj priložnosti']	S	V	O	SVO
otroci <nsubj nimajo >obj moke	['otroci <nsubj', 'nimajo', '>obj moke']	S	V	O	SVO
otroci <nsubj ponavljajo >obj vzorec	['otroci <nsubj', 'ponavljajo', '>obj vzorec']	S	V	O	SVO
otrok <nsubj dal >obj ime	['otrok <nsubj', 'dal', '>obj ime']	S	V	O	SVO
oča <nsubj krave <obj pasli	['oča <nsubj', 'krave <obj', 'pasli']	S	O	V	SOV
oče <nsubj ve >obj tisto	['oče <nsubj', 've', '>obj tisto']	S	V	O	SVO
pesmi <nsubj vključujejo >obj besede	['pesmi <nsubj', 'vključujejo', '>obj besede']	S	V	O	SVO
pik <nsubj nam <obj sfali	['pik <nsubj', 'nam <obj', 'sfali']	S	O	V	SOV
pirhe <obj izdeluje >nsubj mojster	['pirhe <obj', 'izdeluje', '>nsubj mojster']	O	V	S	OVS
pirhi <nsubj predstavljajo >obj kaplje	['pirhi <nsubj', 'predstavljajo', '>obj kaplje']	S	V	O	SVO
pivo <obj bom >nsubj jaz	['pivo <obj', 'bom', '>nsubj jaz']	O	V	S	OVS
plačali >nsubj mi >obj državi	['plačali', '>nsubj mi', '>obj državi']	V	S	O	VSO
podeljujejo >nsubj napovedovalci >obj mikrofon	['podeljujejo', '>nsubj napovedovalci', '>obj mikrofon']	V	S	O	VSO
podjetja <nsubj ponujala >obj zaposlitev	['podjetja <nsubj', 'ponujala', '>obj zaposlitev']	S	V	O	SVO
pogovori <nsubj presegli >obj pričakovanja	['pogovori <nsubj', 'presegli', '>obj pričakovanja']	S	V	O	SVO
pogrešala >nsubj jaz >obj kolege	['pogrešala', '>nsubj jaz', '>obj kolege']	V	S	O	VSO
porast <nsubj predstavlja >obj zadovoljstva	['porast <nsubj', 'predstavlja', '>obj zadovoljstva']	S	V	O	SVO
poraz <nsubj okrnil >obj možnosti	['poraz <nsubj', 'okrnil', '>obj možnosti']	S	V	O	SVO
posledica <obj saniral >nsubj kongres	['posledica <obj', 'saniral', '>nsubj kongres']	O	V	S	OVS
potica <nsubj predstavlja >obj krono	['potica <nsubj', 'predstavlja', '>obj krono']	S	V	O	SVO
pozna >obj vas >nsubj Slovencev	['pozna', '>obj vas', '>nsubj Slovencev']	V	O	S	VOS
poznati >obj šolstvo >nsubj to	['poznati', '>obj šolstvo', '>nsubj to']	V	O	S	VOS
pravopis <nsubj prinesel >obj odgovore	['pravopis <nsubj', 'prinesel', '>obj odgovore']	S	V	O	SVO
predstojnik <nsubj pripravljal >obj pismo	['predstojnik <nsubj', 'pripravljal', '>obj pismo']	S	V	O	SVO
prehrana <nsubj izključuje >obj sestavine	['prehrana <nsubj', 'izključuje', '>obj sestavine']	S	V	O	SVO
prijatelji <nsubj Ople <obj pokupili	['prijatelji <nsubj', 'Ople <obj', 'pokupili']	S	O	V	SOV
prijateljica <nsubj to <obj ve	['prijateljica <nsubj', 'to <obj', 've']	S	O	V	SOV
pripada >obj staršem >nsubj pravica	['pripada', '>obj staršem', '>nsubj pravica']	V	O	S	VOS
pripravljalec <nsubj dojel >obj pomen	['pripravljalec <nsubj', 'dojel', '>obj pomen']	S	V	O	SVO
pripravljalec <nsubj nadomestilo <obj upošteval	['pripravljalec <nsubj', 'nadomestilo <obj', 'upošteval']	S	O	V	SOV
prizidek <obj želi >nsubj [name:personal]	['prizidek <obj', 'želi', '>nsubj [name:personal]']	O	V	S	OVS
procentov <nsubj ima >obj knjigo	['procentov <nsubj', 'ima', '>obj knjigo']	S	V	O	SVO
produkt <nsubj mi <obj zdi	['produkt <nsubj', 'mi <obj', 'zdi']	S	O	V	SOV
profesor <nsubj nekaj <obj šenkal	['profesor <nsubj', 'nekaj <obj', 'šenkal']	S	O	V	SOV
program <nsubj ima >obj module	['program <nsubj', 'ima', '>obj module']	S	V	O	SVO
program <nsubj obsega >obj bivanje	['program <nsubj', 'obsega', '>obj bivanje']	S	V	O	SVO
programov <obj dobil >nsubj inštitut	['programov <obj', 'dobil', '>nsubj inštitut']	O	V	S	OVS
proizvajalec <nsubj zmanjša >obj proizvodnjo	['proizvajalec <nsubj', 'zmanjša', '>obj proizvodnjo']	S	V	O	SVO
prostora <nsubj nam <obj zmanjka	['prostora <nsubj', 'nam <obj', 'zmanjka']	S	O	V	SOV
radar <nsubj naju <obj slikal	['radar <nsubj', 'naju <obj', 'slikal']	S	O	V	SOV
radio <nsubj mi <obj zdel	['radio <nsubj', 'mi <obj', 'zdel']	S	O	V	SOV
rastlina <nsubj oddaja >obj dioksid	['rastlina <nsubj', 'oddaja', '>obj dioksid']	S	V	O	SVO
rastlina <nsubj odvrže >obj vodo	['rastlina <nsubj', 'odvrže', '>obj vodo']	S	V	O	SVO
raziskave <nsubj govorijo >obj temu	['raziskave <nsubj', 'govorijo', '>obj temu']	S	V	O	SVO
reakcija <nsubj mi <obj zdi	['reakcija <nsubj', 'mi <obj', 'zdi']	S	O	V	SOV
referendum <nsubj pomeni >obj nič	['referendum <nsubj', 'pomeni', '>obj nič']	S	V	O	SVO
rečejo >obj temu >nsubj Kitajci	['rečejo', '>obj temu', '>nsubj Kitajci']	V	O	S	VOS
robot <nsubj poškoduje >obj človeka	['robot <nsubj', 'poškoduje', '>obj človeka']	S	V	O	SVO
sam <nsubj izzive <obj razvrščam	['sam <nsubj', 'izzive <obj', 'razvrščam']	S	O	V	SOV
sami <nsubj knjige <obj pišejo	['sami <nsubj', 'knjige <obj', 'pišejo']	S	O	V	SOV
scenarij <obj napisala >nsubj Desa	['scenarij <obj', 'napisala', '>nsubj Desa']	O	V	S	OVS
sebe <obj človek <nsubj naredi	['sebe <obj', 'človek <nsubj', 'naredi']	O	S	V	OSV
sem >obj mu >nsubj jaz	['sem', '>obj mu', '>nsubj jaz']	V	O	S	VOS
skupina <nsubj osvojila >obj različico	['skupina <nsubj', 'osvojila', '>obj različico']	S	V	O	SVO
skupina <nsubj pustila >obj pečat	['skupina <nsubj', 'pustila', '>obj pečat']	S	V	O	SVO
skupnost <nsubj zagotavljala >obj znesek	['skupnost <nsubj', 'zagotavljala', '>obj znesek']	S	V	O	SVO
slovenci <nsubj imamo >obj duhovnika	['slovenci <nsubj', 'imamo', '>obj duhovnika']	S	V	O	SVO
služba <nsubj vas <obj opozorila	['služba <nsubj', 'vas <obj', 'opozorila']	S	O	V	SOV
so >obj ga >nsubj vsi	['so', '>obj ga', '>nsubj vsi']	V	O	S	VOS
so >obj mi >nsubj okoliš	['so', '>obj mi', '>nsubj okoliš']	V	O	S	VOS
sonce <nsubj jih <obj greje	['sonce <nsubj', 'jih <obj', 'greje']	S	O	V	SOV
sonce <nsubj me <obj napoji	['sonce <nsubj', 'me <obj', 'napoji']	S	O	V	SOV
sosed <nsubj ima >obj sodov	['sosed <nsubj', 'ima', '>obj sodov']	S	V	O	SVO
sprejetost <nsubj dala >obj vtis	['sprejetost <nsubj', 'dala', '>obj vtis']	S	V	O	SVO
sredstvo <nsubj zadovolji >obj potrebe	['sredstvo <nsubj', 'zadovolji', '>obj potrebe']	S	V	O	SVO
starejši <nsubj posluževali >obj tega	['starejši <nsubj', 'posluževali', '>obj tega']	S	V	O	SVO
starši <nsubj imajo >obj možnost	['starši <nsubj', 'imajo', '>obj možnost']	S	V	O	SVO
starši <nsubj oddajo >obj vlogo	['starši <nsubj', 'oddajo', '>obj vlogo']	S	V	O	SVO
starši <nsubj stvari <obj pozanimajo	['starši <nsubj', 'stvari <obj', 'pozanimajo']	S	O	V	SOV
starši <obj prizadene >nsubj praksa	['starši <obj', 'prizadene', '>nsubj praksa']	O	V	S	OVS
statusi <nsubj imajo >obj prednosti	['statusi <nsubj', 'imajo', '>obj prednosti']	S	V	O	SVO
stopnja <nsubj ima >obj brezposelnost	['stopnja <nsubj', 'ima', '>obj brezposelnost']	S	V	O	SVO
strah <obj implantiral >nsubj človek	['strah <obj', 'implantiral', '>nsubj človek']	O	V	S	OVS
strokovnjaki <nsubj snemali >obj vsebine	['strokovnjaki <nsubj', 'snemali', '>obj vsebine']	S	V	O	SVO
svet <nsubj tebi <obj prilagaja	['svet <nsubj', 'tebi <obj', 'prilagaja']	S	O	V	SOV
svoboda <nsubj dobila >obj pomen	['svoboda <nsubj', 'dobila', '>obj pomen']	S	V	O	SVO
ta <nsubj ima >obj hidratov	['ta <nsubj', 'ima', '>obj hidratov']	S	V	O	SVO
ta <nsubj ima >obj kanalčke	['ta <nsubj', 'ima', '>obj kanalčke']	S	V	O	SVO
ta <nsubj imeli >obj kurišče	['ta <nsubj', 'imeli', '>obj kurišče']	S	V	O	SVO
ta <nsubj toči >obj pijačo	['ta <nsubj', 'toči', '>obj pijačo']	S	V	O	SVO
ta <nsubj zaprla >obj pot	['ta <nsubj', 'zaprla', '>obj pot']	S	V	O	SVO
tajkunov <obj ustvaril >nsubj Janez	['tajkunov <obj', 'ustvaril', '>nsubj Janez']	O	V	S	OVS
tako <obj jaz <nsubj imela	['tako <obj', 'jaz <nsubj', 'imela']	O	S	V	OSV
te <obj kdo <nsubj počil	['te <obj', 'kdo <nsubj', 'počil']	O	S	V	OSV
te <obj mi <nsubj znali	['te <obj', 'mi <nsubj', 'znali']	O	S	V	OSV
te <obj noben <nsubj sili	['te <obj', 'noben <nsubj', 'sili']	O	S	V	OSV
te <obj potegnilo >nsubj to	['te <obj', 'potegnilo', '>nsubj to']	O	V	S	OVS
te <obj teža <nsubj potegne	['te <obj', 'teža <nsubj', 'potegne']	O	S	V	OSV
te <obj to <nsubj zvilo	['te <obj', 'to <nsubj', 'zvilo']	O	S	V	OSV
tega <obj jaz <nsubj zasledim	['tega <obj', 'jaz <nsubj', 'zasledim']	O	S	V	OSV
tega <obj nihče <nsubj razumel	['tega <obj', 'nihče <nsubj', 'razumel']	O	S	V	OSV
temperatura <nsubj prevzame >obj vlogo	['temperatura <nsubj', 'prevzame', '>obj vlogo']	S	V	O	SVO
ti <nsubj imaš >obj glas	['ti <nsubj', 'imaš', '>obj glas']	S	V	O	SVO
ti <nsubj imela >obj oddajo	['ti <nsubj', 'imela', '>obj oddajo']	S	V	O	SVO
ti <nsubj kaj <obj špilaš	['ti <nsubj', 'kaj <obj', 'špilaš']	S	O	V	SOV
ti <nsubj mene <obj poklical	['ti <nsubj', 'mene <obj', 'poklical']	S	O	V	SOV
ti <nsubj napisal >obj preobleke	['ti <nsubj', 'napisal', '>obj preobleke']	S	V	O	SVO
ti <nsubj nimaš >obj glas	['ti <nsubj', 'nimaš', '>obj glas']	S	V	O	SVO
ti <nsubj nič <obj veš	['ti <nsubj', 'nič <obj', 'veš']	S	O	V	SOV
ti <nsubj pojdi >obj cd-je	['ti <nsubj', 'pojdi', '>obj cd-je']	S	V	O	SVO
ti <nsubj povedala >obj anekdoto	['ti <nsubj', 'povedala', '>obj anekdoto']	S	V	O	SVO
ti <nsubj rabiš >obj ime	['ti <nsubj', 'rabiš', '>obj ime']	S	V	O	SVO
ti <nsubj si >obj to	['ti <nsubj', 'si', '>obj to']	S	V	O	SVO
ti <nsubj solato <obj naredil	['ti <nsubj', 'solato <obj', 'naredil']	S	O	V	SOV
ti <nsubj to <obj seštej	['ti <nsubj', 'to <obj', 'seštej']	S	O	V	SOV
ti <nsubj to <obj veš	['ti <nsubj', 'to <obj', 'veš']	S	O	V	SOV
ti <nsubj to <obj zastopiš	['ti <nsubj', 'to <obj', 'zastopiš']	S	O	V	SOV
ti <nsubj uničil >obj besedo	['ti <nsubj', 'uničil', '>obj besedo']	S	V	O	SVO
ti <nsubj črejvle <obj videli	['ti <nsubj', 'črejvle <obj', 'videli']	S	O	V	SOV
ti <obj bom >nsubj jaz	['ti <obj', 'bom', '>nsubj jaz']	O	V	S	OVS
ti <obj borta >nsubj nekdo	['ti <obj', 'borta', '>nsubj nekdo']	O	V	S	OVS
ti <obj je >nsubj [name:personal]	['ti <obj', 'je', '>nsubj [name:personal]']	O	V	S	OVS
ti <obj je >nsubj ena	['ti <obj', 'je', '>nsubj ena']	O	V	S	OVS
ti <obj kaj <nsubj ostalo	['ti <obj', 'kaj <nsubj', 'ostalo']	O	S	V	OSV
ti <obj odpre >nsubj širina	['ti <obj', 'odpre', '>nsubj širina']	O	V	S	OVS
ti <obj prikaže >nsubj Grčija	['ti <obj', 'prikaže', '>nsubj Grčija']	O	V	S	OVS
ti <obj splača >nsubj stran	['ti <obj', 'splača', '>nsubj stran']	O	V	S	OVS
ti <obj spremeni >nsubj način	['ti <obj', 'spremeni', '>nsubj način']	O	V	S	OVS
ti <obj to <nsubj škodovalo	['ti <obj', 'to <nsubj', 'škodovalo']	O	S	V	OSV
ti <obj zvoni >nsubj telefon	['ti <obj', 'zvoni', '>nsubj telefon']	O	V	S	OVS
ti <obj šef <nsubj prinese	['ti <obj', 'šef <nsubj', 'prinese']	O	S	V	OSV
tisti <nsubj dobijo >obj denar	['tisti <nsubj', 'dobijo', '>obj denar']	S	V	O	SVO
tisti <nsubj ima >obj otroka	['tisti <nsubj', 'ima', '>obj otroka']	S	V	O	SVO
tisti <nsubj imel >obj službo	['tisti <nsubj', 'imel', '>obj službo']	S	V	O	SVO
tisti <nsubj imeli >obj nič	['tisti <nsubj', 'imeli', '>obj nič']	S	V	O	SVO
tisti <nsubj imeli >obj sreče	['tisti <nsubj', 'imeli', '>obj sreče']	S	V	O	SVO
tisti <nsubj to <obj dela	['tisti <nsubj', 'to <obj', 'dela']	S	O	V	SOV
tisto <nsubj dela >obj projektov	['tisto <nsubj', 'dela', '>obj projektov']	S	V	O	SVO
to <nsubj da >obj gostoto	['to <nsubj', 'da', '>obj gostoto']	S	V	O	SVO
to <nsubj ima >obj dejstvo	['to <nsubj', 'ima', '>obj dejstvo']	S	V	O	SVO
to <nsubj imelo >obj učinka	['to <nsubj', 'imelo', '>obj učinka']	S	V	O	SVO
to <nsubj imelo >obj vpliv	['to <nsubj', 'imelo', '>obj vpliv']	S	V	O	SVO
to <nsubj mi <obj hodi	['to <nsubj', 'mi <obj', 'hodi']	S	O	V	SOV
to <nsubj mi <obj splača	['to <nsubj', 'mi <obj', 'splača']	S	O	V	SOV
to <nsubj mi <obj šlo	['to <nsubj', 'mi <obj', 'šlo']	S	O	V	SOV
to <nsubj nudi >obj možnost	['to <nsubj', 'nudi', '>obj možnost']	S	V	O	SVO
to <nsubj obsega >obj čiščenje	['to <nsubj', 'obsega', '>obj čiščenje']	S	V	O	SVO
to <nsubj olajšalo >obj dan	['to <nsubj', 'olajšalo', '>obj dan']	S	V	O	SVO
to <nsubj pomeni >obj nič	['to <nsubj', 'pomeni', '>obj nič']	S	V	O	SVO
to <nsubj pomeni >obj pediatrične	['to <nsubj', 'pomeni', '>obj pediatrične']	S	V	O	SVO
to <nsubj pomeni >obj procentov	['to <nsubj', 'pomeni', '>obj procentov']	S	V	O	SVO
to <nsubj predstavi >obj delu	['to <nsubj', 'predstavi', '>obj delu']	S	V	O	SVO
to <nsubj predstavlja >obj del	['to <nsubj', 'predstavlja', '>obj del']	S	V	O	SVO
to <nsubj prinese >obj kup	['to <nsubj', 'prinese', '>obj kup']	S	V	O	SVO
to <nsubj reče >obj tem	['to <nsubj', 'reče', '>obj tem']	S	V	O	SVO
to <nsubj vzbudilo >obj cirkus	['to <nsubj', 'vzbudilo', '>obj cirkus']	S	V	O	SVO
to <nsubj vzbuja >obj skrbi	['to <nsubj', 'vzbuja', '>obj skrbi']	S	V	O	SVO
to <nsubj zbuja >obj negodovanje	['to <nsubj', 'zbuja', '>obj negodovanje']	S	V	O	SVO
to <nsubj šlo >obj poti	['to <nsubj', 'šlo', '>obj poti']	S	V	O	SVO
to <nsubj šole <obj spodbudilo	['to <nsubj', 'šole <obj', 'spodbudilo']	S	O	V	SOV
to <obj [name:personal] <nsubj rekla	['to <obj', '[name:personal] <nsubj', 'rekla']	O	S	V	OSV
to <obj določa >nsubj pravopis	['to <obj', 'določa', '>nsubj pravopis']	O	V	S	OVS
to <obj ima >nsubj fakulteta	['to <obj', 'ima', '>nsubj fakulteta']	O	V	S	OVS
to <obj imajo >nsubj trekingi	['to <obj', 'imajo', '>nsubj trekingi']	O	V	S	OVS
to <obj jaz <nsubj dobila	['to <obj', 'jaz <nsubj', 'dobila']	O	S	V	OSV
to <obj jaz <nsubj naredil	['to <obj', 'jaz <nsubj', 'naredil']	O	S	V	OSV
to <obj jaz <nsubj nisem	['to <obj', 'jaz <nsubj', 'nisem']	O	S	V	OSV
to <obj jaz <nsubj plačeval	['to <obj', 'jaz <nsubj', 'plačeval']	O	S	V	OSV
to <obj mi <nsubj poudarjamo	['to <obj', 'mi <nsubj', 'poudarjamo']	O	S	V	OSV
to <obj mi <nsubj razumemo	['to <obj', 'mi <nsubj', 'razumemo']	O	S	V	OSV
to <obj mi <nsubj zaokupirali	['to <obj', 'mi <nsubj', 'zaokupirali']	O	S	V	OSV
to <obj mi <nsubj zavidamo	['to <obj', 'mi <nsubj', 'zavidamo']	O	S	V	OSV
to <obj naše <nsubj naredile	['to <obj', 'naše <nsubj', 'naredile']	O	S	V	OSV
to <obj noben <nsubj polemizira	['to <obj', 'noben <nsubj', 'polemizira']	O	S	V	OSV
to <obj ona <nsubj rekla	['to <obj', 'ona <nsubj', 'rekla']	O	S	V	OSV
to <obj opazovalec <nsubj predstavlja	['to <obj', 'opazovalec <nsubj', 'predstavlja']	O	S	V	OSV
to <obj otroci <nsubj uporabljajo	['to <obj', 'otroci <nsubj', 'uporabljajo']	O	S	V	OSV
to <obj poklic <nsubj omogoča	['to <obj', 'poklic <nsubj', 'omogoča']	O	S	V	OSV
to <obj raziskal >nsubj [name:personal]	['to <obj', 'raziskal', '>nsubj [name:personal]']	O	V	S	OVS
to <obj sem >nsubj jaz	['to <obj', 'sem', '>nsubj jaz']	O	V	S	OVS
to <obj slikar <nsubj vzel	['to <obj', 'slikar <nsubj', 'vzel']	O	S	V	OSV
to <obj vi <nsubj dobili	['to <obj', 'vi <nsubj', 'dobili']	O	S	V	OSV
to <obj vi <nsubj učili	['to <obj', 'vi <nsubj', 'učili']	O	S	V	OSV
to <obj vlada <nsubj zapisala	['to <obj', 'vlada <nsubj', 'zapisala']	O	S	V	OSV
to <obj študentke <nsubj veste	['to <obj', 'študentke <nsubj', 'veste']	O	S	V	OSV
trava <nsubj te <obj zapre	['trava <nsubj', 'te <obj', 'zapre']	S	O	V	SOV
upošteval >nsubj pripravljalec >obj to	['upošteval', '>nsubj pripravljalec', '>obj to']	V	S	O	VSO
uprava <nsubj zasluži >obj milijona	['uprava <nsubj', 'zasluži', '>obj milijona']	S	V	O	SVO
uredili >obj prevoz >nsubj tisti	['uredili', '>obj prevoz', '>nsubj tisti']	V	O	S	VOS
uveljavljali >nsubj vsi >obj pravice	['uveljavljali', '>nsubj vsi', '>obj pravice']	V	S	O	VSO
va <nsubj imela >obj vsega	['va <nsubj', 'imela', '>obj vsega']	S	V	O	SVO
vaje <obj mi <nsubj delali	['vaje <obj', 'mi <nsubj', 'delali']	O	S	V	OSV
vam <obj odprejo >nsubj primeri	['vam <obj', 'odprejo', '>nsubj primeri']	O	V	S	OVS
vam <obj piše >nsubj odstavek	['vam <obj', 'piše', '>nsubj odstavek']	O	V	S	OVS
vam <obj zdi >nsubj evro	['vam <obj', 'zdi', '>nsubj evro']	O	V	S	OVS
vam <obj zdi >nsubj frizer	['vam <obj', 'zdi', '>nsubj frizer']	O	V	S	OVS
varuhinja <nsubj obravnava >obj posameznike	['varuhinja <nsubj', 'obravnava', '>obj posameznike']	S	V	O	SVO
vas <obj maj <nsubj asociiral	['vas <obj', 'maj <nsubj', 'asociiral']	O	S	V	OSV
vas <obj nadrejeni <nsubj poslali	['vas <obj', 'nadrejeni <nsubj', 'poslali']	O	S	V	OSV
vegani <nsubj jejo >obj izdelkov	['vegani <nsubj', 'jejo', '>obj izdelkov']	S	V	O	SVO
vegani <nsubj temu <obj izogibajo	['vegani <nsubj', 'temu <obj', 'izogibajo']	S	O	V	SOV
večina <nsubj nima >obj cepljenja	['večina <nsubj', 'nima', '>obj cepljenja']	S	V	O	SVO
večina <obj nekdo <nsubj poznal	['večina <obj', 'nekdo <nsubj', 'poznal']	O	S	V	OSV
večja <nsubj bi >obj manjše	['večja <nsubj', 'bi', '>obj manjše']	S	V	O	SVO
vi <nsubj finansirali >obj razširjenega	['vi <nsubj', 'finansirali', '>obj razširjenega']	S	V	O	SVO
vi <nsubj iskali >obj cimra	['vi <nsubj', 'iskali', '>obj cimra']	S	V	O	SVO
vi <nsubj meja <obj raztegujete	['vi <nsubj', 'meja <obj', 'raztegujete']	S	O	V	SOV
vi <nsubj praznovali >obj praznike	['vi <nsubj', 'praznovali', '>obj praznike']	S	V	O	SVO
vi <nsubj rabili >obj lija	['vi <nsubj', 'rabili', '>obj lija']	S	V	O	SVO
vi <nsubj ste >obj športne	['vi <nsubj', 'ste', '>obj športne']	S	V	O	SVO
vi <nsubj to <obj opazili	['vi <nsubj', 'to <obj', 'opazili']	S	O	V	SOV
vi <nsubj to <obj popravili	['vi <nsubj', 'to <obj', 'popravili']	S	O	V	SOV
vi <nsubj vidite >obj rešitev	['vi <nsubj', 'vidite', '>obj rešitev']	S	V	O	SVO
vi <nsubj zahtevo <obj prebrali	['vi <nsubj', 'zahtevo <obj', 'prebrali']	S	O	V	SOV
vi <nsubj zapisovali >obj izraz	['vi <nsubj', 'zapisovali', '>obj izraz']	S	V	O	SVO
vi <nsubj zdravite >obj bolnike	['vi <nsubj', 'zdravite', '>obj bolnike']	S	V	O	SVO
vlada <nsubj jih <obj angažirala	['vlada <nsubj', 'jih <obj', 'angažirala']	S	O	V	SOV
vlada <nsubj naredila >obj ukrep	['vlada <nsubj', 'naredila', '>obj ukrep']	S	V	O	SVO
vladajo >nsubj ljudje >obj namestniki	['vladajo', '>nsubj ljudje', '>obj namestniki']	V	S	O	VSO
vlačila >obj nas >nsubj [name:personal]	['vlačila', '>obj nas', '>nsubj [name:personal]']	V	O	S	VOS
vlogo <obj igrali >nsubj lektorji	['vlogo <obj', 'igrali', '>nsubj lektorji']	O	V	S	OVS
vlogo <obj odigra >nsubj hobit	['vlogo <obj', 'odigra', '>nsubj hobit']	O	V	S	OVS
